external_mall_id,block_id,average_dwell_time,median_dwell_time
12,2858,660.4109936098939,300.0
16,1679,476.1151869042272,180.0
28,5849,2065.307774110238,2160.0
36,1083,279.96075866579463,120.0
7,4881,545.8660592255126,180.0
12,2913,1800.7453855878634,420.0
26,6492,594.9143859325242,360.0
28,5805,406.997065022554,180.0
33,6757,581.0478425088703,360.0
26,6383,290.51145536358325,180.0
19,7018,747.5894233880947,360.0
23,6145,876.3955065380384,360.0
13,7614,456.56050955414014,300.0
13,7737,1746.7352567750975,1860.0
15,452,277.878699433775,180.0
33,6762,455.6193747039318,180.0
7,4875,421.5233000140786,240.0
25,6274,822.9512024282045,300.0
15,594,299.9548475038337,180.0
23,5910,540.2583097044284,300.0
14,5205,1201.3033044120361,1020.0
18,11273,239.53541726412388,180.0
28,5715,329.6937543448831,180.0
33,6814,401.6956238648436,300.0
33,6898,348.9113088140879,180.0
10,4558,315.9921962095875,180.0
23,6069,952.6019969582754,300.0
33,6994,4602.193863334931,4620.0
36,1163,259.9491833030853,120.0
14,4953,1126.8466522678186,360.0
14,4996,689.361504095309,300.0
23,6022,1289.7992692070422,960.0
13,7638,347.010782875008,180.0
23,5926,2887.237773317841,3120.0
12,2879,406.59118620449397,240.0
33,6769,1144.0670157068064,960.0
33,6930,4290.306451612903,3180.0
19,7025,257.0173589148921,120.0
32,11633,450.5400981996727,240.0
10,4609,370.7757093680024,240.0
32,10956,306.00088858172484,180.0
32,10966,480.53255654557915,240.0
28,5669,611.094155752179,240.0
30,7441,353.19128471060554,180.0
18,11137,385.08620689655174,180.0
25,6277,610.5298037183859,420.0
13,7698,358.4113858630834,240.0
13,7703,413.4061855670103,120.0
30,7423,754.4937420139477,480.0
18,11182,1752.923076923077,1740.0
23,6053,383.6325871220863,240.0
30,7432,185.54166511176624,120.0
10,4607,695.9315772084221,360.0
12,2922,891.500522200857,300.0
30,7478,376.33525619273837,180.0
25,6282,502.21203014724506,240.0
28,5668,305.54656806101224,180.0
15,421,1896.352673060488,1680.0
28,5706,531.8717277486911,240.0
28,5707,1618.8368336025849,420.0
30,7372,1263.350225119153,360.0
13,7514,428.175639960734,240.0
25,6238,2130.832896019192,1680.0
10,4564,409.798538063826,180.0
26,6373,881.8671071616117,660.0
36,1217,1169.0723025583982,240.0
14,5017,307.5205684367988,180.0
17,4271,320.9093389398,180.0
23,6102,272.713488859441,180.0
26,6561,996.7269286166563,720.0
32,11589,535.6789799183362,300.0
10,4699,548.2403345215246,240.0
15,515,1795.1717222361494,600.0
16,1629,1430.538225582058,720.0
23,5968,386.23899065874076,240.0
10,4538,401.3589340395597,180.0
17,4392,409.8080826720797,180.0
33,6916,376.7829498462517,120.0
16,1871,348.437771435662,120.0
24,2250,2383.187410863207,1860.0
16,1641,456.972219082071,300.0
17,4431,914.7701243264678,540.0
25,6288,281.48788782064736,120.0
13,7671,655.0175406830682,480.0
10,4727,543.4675769388151,180.0
19,7142,311.2952245188881,180.0
30,7380,414.0528087896509,180.0
22,6629,613.4275994046353,240.0
25,6204,729.3899341283851,360.0
33,6820,629.1108999592778,360.0
33,6877,885.9053408597482,300.0
18,11242,1868.7081339712918,1080.0
26,6455,413.03527842614204,180.0
32,11657,319.3436001009846,180.0
15,571,435.78731343283584,180.0
12,2929,187.67103408242806,120.0
14,5052,801.7243530705013,300.0
16,1722,415.4236698736525,240.0
18,11169,1407.7694235588972,300.0
23,5948,626.060893540067,240.0
25,6211,754.3633227939063,420.0
12,2866,573.2541087231352,420.0
33,6766,335.99014181943966,120.0
7,4920,2785.279531109107,3120.0
17,4322,474.6949353477985,300.0
32,11396,444.97025776602777,180.0
13,7542,902.1012188881525,660.0
13,7631,781.5998388071731,420.0
26,6467,469.2201825059304,300.0
32,11530,446.4941711686096,360.0
33,6867,455.3702644605281,300.0
33,6798,1212.7661381653454,960.0
7,16,378.8405890711794,240.0
28,5850,3928.535869855098,2940.0
18,11298,3816.4728495915424,2880.0
32,11488,449.5030419256712,180.0
33,6897,3082.4403215495313,1800.0
36,1202,831.4487887449011,420.0
19,7133,605.8277827676054,300.0
13,7573,296.6708357021035,180.0
13,7743,4179.531593332976,4320.0
18,11164,675.8052549284116,540.0
13,7565,355.5007030151539,180.0
22,6719,359.0434692590745,180.0
22,6654,653.1353424657534,360.0
17,4346,2012.767469403869,780.0
10,4581,923.791876667655,600.0
13,7702,390.7401965981552,240.0
14,5225,2566.816992148178,2400.0
24,2349,407.9398826979472,240.0
36,1194,483.6755041921595,240.0
24,2304,532.7969036463638,360.0
28,5745,398.31705524990593,180.0
14,5081,613.7678078497319,360.0
30,7462,273.2046702099852,120.0
15,602,420.42068577544217,180.0
22,6648,631.4258994388822,240.0
33,6776,318.815035355415,180.0
7,46,605.502994011976,360.0
15,578,485.0978647686833,180.0
26,6461,340.4115571980514,240.0
23,5936,681.0022865492083,300.0
10,4622,548.122146327209,360.0
28,5692,1483.3880597014925,1320.0
12,2991,853.6240816834766,480.0
14,5109,382.86895454230955,180.0
19,7245,4443.544024570275,4500.0
30,7381,681.6071469793854,360.0
13,7561,458.27134129276976,300.0
25,6220,340.5944822161038,180.0
26,6553,984.3912524850895,300.0
26,6554,507.36141360180807,240.0
36,1147,222.66840156140526,120.0
16,1767,523.9463188024963,240.0
26,6552,332.8471125743273,240.0
30,7444,272.8072291899028,120.0
15,474,3170.6538168906923,3120.0
23,5906,168.89932913443982,60.0
25,6275,1350.6255166712592,1020.0
26,6538,275.26755555555553,180.0
10,4636,805.644220250395,480.0
14,5012,725.464977289027,180.0
24,2243,2176.216403276041,1680.0
30,7355,576.1187508032386,300.0
17,4297,876.8729686743656,420.0
32,11438,337.5800156128025,240.0
17,4312,538.4832195263693,420.0
19,7086,386.87614319310165,240.0
24,2307,1596.7168742229378,960.0
15,422,1325.8386340810177,300.0
23,5942,457.2776718725406,180.0
32,11467,2190.2486591906386,1320.0
16,1790,465.83380808985106,240.0
22,6619,368.56639977912755,180.0
23,5951,1179.455782312925,420.0
26,6470,493.67642518507336,300.0
30,7340,387.46659660711606,180.0
10,4617,267.1882381296698,180.0
15,569,967.070707070707,120.0
33,6918,475.3779553779554,300.0
14,5024,595.4593970571854,240.0
16,1841,293.657486229344,120.0
30,7414,423.89580973952434,180.0
14,5007,370.4233095107202,120.0
18,11147,298.31931359353973,180.0
12,2884,5281.149425287356,3180.0
17,4281,480.6672355858979,240.0
19,7014,302.54187379286327,180.0
10,4638,266.9059639389736,120.0
17,4316,404.91648913506606,240.0
25,6338,2272.4837137480094,1560.0
18,11036,261.105505909484,180.0
7,4834,954.4238663484487,540.0
15,583,576.4526974198593,240.0
16,1774,519.7791386406988,180.0
18,11106,348.16385156633515,180.0
30,7314,2320.764686929438,1380.0
28,5666,284.1460309211381,180.0
36,1064,776.9102701693809,360.0
18,11171,471.59643916913944,300.0
19,7127,433.77866298963283,180.0
24,2331,2788.025949953661,2820.0
24,2240,1618.6170105686965,1080.0
10,4567,2623.0042918454938,1200.0
16,1868,873.6329337309073,300.0
28,5746,2179.0288426433003,2100.0
33,6822,460.99398562417485,240.0
30,7339,952.2915837192571,600.0
16,1882,361.4525517666842,240.0
12,2889,631.1465461243448,360.0
14,5021,347.37419658253646,180.0
15,542,765.5790424758004,480.0
15,611,921.082068439568,720.0
7,58,407.1920320333793,240.0
13,7731,358.2096369034026,120.0
22,6613,888.8172186982209,300.0
25,6196,1797.7759056444818,1440.0
14,5204,672.7007670466585,300.0
12,2920,479.1846943206858,180.0
14,5173,1180.4350528278435,660.0
33,6932,340.50266815995786,120.0
23,6099,525.5642897248737,300.0
24,2305,305.2210549969103,180.0
14,5235,2526.303389010614,2520.0
19,4178,271.7560089918727,120.0
16,1719,5259.130434782609,4320.0
36,1186,645.3326025569231,420.0
10,4657,323.39524720021853,120.0
12,2915,402.7942372370865,180.0
30,7436,368.080399032051,180.0
10,4708,256.0951944586691,120.0
16,1707,500.194351103442,180.0
32,11410,265.9512440311636,180.0
7,25,380.08587362950755,240.0
26,6558,451.63625456181575,180.0
7,4899,3198.4627450980392,2760.0
16,1883,987.24014049494,480.0
19,7117,2006.607142857143,720.0
23,5962,693.0106577030298,480.0
30,7463,310.5476610767873,180.0
30,7499,830.8395463527224,600.0
17,4289,643.0962605708245,360.0
14,5200,543.5113279354294,360.0
25,6179,1576.298076923077,1080.0
16,1880,359.31521355453583,180.0
10,4688,252.752297256122,180.0
13,7700,149.80380299343085,120.0
10,4531,987.121643735984,420.0
14,5050,2791.205575158165,1920.0
18,11111,364.68056890892814,240.0
22,6726,369.2118697278262,180.0
28,5672,686.8145075965974,240.0
36,1126,2235.0755287009065,2460.0
7,4840,474.1435678749112,180.0
25,6293,496.08754731631564,300.0
26,6517,933.1295417692631,480.0
28,5819,304.40867739678094,180.0
13,7522,1033.6069473209343,600.0
7,39,1969.031971580817,1860.0
19,7068,902.4341158277192,660.0
24,2235,1531.920165348972,1140.0
23,6134,3032.1648011431294,1380.0
32,11520,928.5155096011816,240.0
33,6970,3433.1729798533993,3420.0
7,4851,362.22644641375064,240.0
23,6081,394.5114367598551,240.0
25,6263,1820.8402799149017,1260.0
7,4904,4869.736684944894,2520.0
16,1685,487.7572173913043,240.0
16,1748,441.0039950406392,180.0
19,7187,340.20734194425563,180.0
28,5708,407.83024704087103,180.0
33,6939,1976.5957946669798,480.0
7,4826,544.4350918790752,300.0
30,7419,525.8944272235672,240.0
18,11140,233.94894122303583,180.0
25,6370,291.13678941723276,120.0
36,1280,932.5832054958981,300.0
15,558,425.55813998193037,300.0
30,7449,319.0035587188612,120.0
32,11578,3455.4081942336875,2940.0
13,7540,359.8508268511668,240.0
15,588,573.1209721966488,240.0
19,7094,2058.498562131073,1320.0
22,6711,650.4552012337695,300.0
28,5716,372.8727780119475,180.0
19,7216,359.4284358261577,180.0
18,11250,1677.6976564511974,1260.0
10,4563,315.5035407319315,180.0
30,7311,448.09164908049445,180.0
13,7747,2912.6349811142068,2220.0
22,6643,423.4672098033935,300.0
26,6567,357.2123699252528,180.0
13,7598,736.1960570493874,240.0
24,2336,890.9246625054435,360.0
7,4868,357.87088879824984,180.0
14,5060,575.3465657376076,240.0
28,5757,3675.184856320437,3960.0
7,65,683.018513821963,360.0
18,11231,207.45620833979228,120.0
30,7421,318.3792793947942,180.0
32,11481,375.90888066605,240.0
25,6283,420.74380466030254,300.0
30,7479,459.20979718497176,360.0
23,5933,358.46526380409944,180.0
17,4417,374.1941328130444,180.0
25,6330,2000.0109170305677,1140.0
18,11107,233.03237574099407,120.0
18,11183,374.75589910496336,240.0
13,7512,774.3926142891149,540.0
19,4027,854.1460609545716,660.0
13,7634,1184.2424242424242,360.0
14,5099,399.7209020123369,180.0
15,442,384.1729836023978,240.0
12,2891,369.2321787595755,180.0
17,4293,1148.080957729988,720.0
25,6237,641.7699952673923,360.0
7,4850,368.473040634899,180.0
14,5094,382.4604746578007,180.0
33,6902,251.4758387552386,120.0
13,7624,360.7925183185499,180.0
28,5675,2051.513074573493,960.0
22,6657,1151.0308162485674,960.0
15,497,507.2448396191077,300.0
16,1681,1480.1524989575266,1380.0
19,7038,439.61368902955974,300.0
10,4527,684.5141490331072,360.0
32,11626,389.0821256038647,180.0
25,6328,2324.290473017988,1800.0
13,7583,367.212110756491,120.0
22,6602,1004.8763164152086,240.0
26,6530,3150.383886255924,3360.0
7,4917,3877.670239596469,2460.0
13,7653,575.21876189751,240.0
17,4349,1674.7838214783822,1500.0
26,6501,949.3615192266135,600.0
10,4603,367.8164123236395,180.0
26,6379,795.6682730187815,360.0
28,5773,534.9202133645427,240.0
36,1287,578.1472998089055,480.0
13,7580,1389.456322541234,720.0
13,7722,2807.8841417359035,2820.0
17,4404,1421.6937518609643,1080.0
24,2315,544.685792949929,300.0
24,2340,385.9030500047806,180.0
36,1236,184.50935263840648,120.0
16,1733,4752.060883235672,3360.0
22,6622,594.3940295462659,240.0
32,11678,862.6323907455013,600.0
36,1124,217.35105701473415,180.0
16,1784,632.9413554423062,240.0
23,5941,1427.0346087704213,360.0
30,7365,391.56002078641956,180.0
36,1275,259.75389619189593,180.0
19,7180,570.0365895754228,360.0
15,560,608.1174573395027,240.0
25,6217,544.379281292355,300.0
14,5177,418.0467424086826,240.0
16,1779,408.775398132894,180.0
17,4363,1002.9286814109743,660.0
24,2329,1786.2095881018934,360.0
19,7055,1338.761002356789,1380.0
32,10978,507.84275647783386,300.0
26,6392,349.88019479960764,180.0
7,70,456.7304293585612,180.0
13,7632,465.7226792009401,120.0
33,6810,2145.8482480463827,1320.0
33,6923,301.40714134798225,180.0
16,1766,431.1191226369365,180.0
17,4437,1589.0970541219456,1440.0
22,6623,1090.864297839618,360.0
10,4532,555.9660772861829,180.0
19,7160,390.1598921209786,180.0
33,6934,517.4397859054416,240.0
12,2882,458.68980378813654,300.0
10,4590,266.0225125297839,180.0
13,7662,237.76044915782907,120.0
16,1648,3185.8823529411766,270.0
32,11711,485.6884500166426,300.0
13,7756,2842.016904431823,2880.0
14,5160,754.3500596421471,420.0
16,1761,363.6250432098269,180.0
22,6664,737.4002609498149,480.0
10,4471,631.9597989949749,120.0
18,11304,695.873790492217,300.0
23,5958,1227.131535216669,900.0
25,6289,408.4035471271709,120.0
26,6394,488.49727651393783,180.0
33,6953,3087.182913059842,3180.0
13,7646,349.0922313483915,240.0
14,5224,2695.10579245215,2820.0
24,2348,1796.578947368421,1260.0
30,7483,2508.7574780643445,720.0
7,71,1464.0407362464134,780.0
28,5754,313.6555360281195,180.0
14,5065,1070.0884596376563,420.0
36,1131,2729.103789290243,1680.0
28,5690,635.8369065438953,420.0
22,6681,309.3963527761437,180.0
12,2863,814.6081287679926,300.0
16,1659,408.23860291713,180.0
19,7058,2217.5097303068924,2100.0
14,4955,3724.6274273671534,3900.0
16,1753,1070.9536601746138,600.0
26,6426,561.9938313555335,300.0
32,11382,1849.597655209166,600.0
14,5004,831.8306831719066,300.0
28,5827,446.57457800370196,300.0
10,4470,3262.319364628398,3120.0
28,5877,4254.367343649258,3840.0
10,4715,1255.0829482744964,840.0
19,7258,281.8218788125254,120.0
13,7740,960.2552269352702,720.0
10,4709,462.19470538001707,180.0
13,7605,429.2228935110455,240.0
14,4956,308.4400761484723,120.0
23,6048,948.3754168651739,240.0
28,5691,781.9192404759043,360.0
30,7307,696.1364106504329,540.0
24,2288,335.8635025693047,180.0
15,448,769.9834758942458,300.0
24,2256,529.8376412521106,180.0
25,6303,714.7494420929952,420.0
30,7482,468.5709364908504,240.0
25,6189,397.25791513737863,180.0
10,4484,1174.6896658783137,480.0
13,7705,604.2810178984537,300.0
16,1709,591.6578010762234,240.0
10,4626,257.04964916364605,180.0
26,6389,801.0295987889571,480.0
33,6844,554.3925568997334,240.0
14,5036,644.4922261846104,480.0
14,5144,405.4008955078235,240.0
15,599,665.1823268377387,360.0
32,11411,774.3222193942479,360.0
24,2334,636.5495656107394,420.0
24,2217,3637.4399573503933,3720.0
32,11527,1925.8047016274863,1680.0
12,2821,436.74370594654107,240.0
23,6008,394.20299257937637,240.0
12,2843,1308.431108114183,360.0
16,1718,928.9157121343495,420.0
26,6496,1558.3907345321547,300.0
32,13563,1085.2988403211418,300.0
14,5110,326.5755467196819,180.0
33,6750,513.7207926291766,300.0
7,4812,692.1062511732682,600.0
10,4509,866.3959955506118,540.0
14,5112,346.01660265146825,240.0
23,5934,498.7438845912607,300.0
25,6272,1157.8482485421832,600.0
28,5700,321.76776706468297,180.0
28,5807,323.03331859059415,180.0
10,4489,582.0385875500546,360.0
16,1810,310.393489318413,180.0
19,7137,410.381255183854,300.0
25,6249,931.4231283181047,360.0
26,6494,304.0535900773952,180.0
14,5120,1094.3343227728947,240.0
16,1624,1658.6602608098833,1560.0
33,6858,1319.4438006952491,300.0
13,7593,349.01169826542963,240.0
19,7167,290.71253071253074,240.0
15,436,644.3085515399247,300.0
15,584,466.79427959055465,240.0
25,6301,652.5384523667581,180.0
7,28,1005.1443760099295,720.0
10,4652,720.5018047645785,360.0
32,11548,239.20500692752375,180.0
14,5131,868.9270589658788,420.0
12,2870,276.2500670205351,120.0
16,1637,588.4715377374163,420.0
33,6751,680.2918226889526,480.0
23,5972,441.76434750822466,180.0
18,11212,187.6026977314531,120.0
13,7611,1032.375040137001,600.0
17,4320,811.9689608095085,540.0
19,7244,2984.8552434055327,2640.0
23,5985,547.0739501077785,360.0
24,2335,1412.84968800384,960.0
13,7513,558.8422346506054,360.0
13,7518,366.37210223895386,180.0
14,5140,532.9794289719878,300.0
17,4372,329.2297535211268,180.0
33,6943,511.22378428209265,300.0
19,7152,547.2937733981669,240.0
25,6296,1134.1140749087206,780.0
18,11126,237.70640126668175,120.0
28,5702,892.7735044438244,420.0
18,11316,262.43064729194185,240.0
30,7385,229.9809957053287,120.0
7,4833,1512.863376321148,1080.0
14,4968,653.6305208978954,240.0
26,6520,617.061967707594,420.0
28,5748,591.1763082404302,300.0
36,1178,314.8720892095769,240.0
10,4660,392.8395916248486,240.0
32,11054,216.48706307094798,120.0
10,4725,4031.497582342568,3240.0
25,6148,348.7457387157467,180.0
36,1151,225.27539779681763,180.0
17,4310,1001.4570937458681,360.0
30,7342,351.63924394887135,180.0
33,6842,267.5374913889036,120.0
23,6058,473.0609761397714,180.0
24,2346,377.62271540469976,240.0
33,6864,797.257250406365,300.0
13,7560,391.3352613387882,180.0
19,7141,312.0030387439858,180.0
13,7553,257.06533727445185,120.0
36,1076,358.5400981996727,240.0
15,429,320.97623652210774,180.0
25,6199,2139.13832398317,1080.0
10,4664,964.1347539299906,420.0
32,11563,2332.674834652499,2460.0
16,1721,399.6694530082955,180.0
24,2276,2483.36788541274,2520.0
28,5847,1274.3512204235783,780.0
10,4616,512.4665157155467,240.0
15,453,327.735293185922,180.0
25,6223,260.5143913998382,180.0
25,6279,466.90076697095765,180.0
36,1234,190.86423490237627,180.0
10,4722,935.6390977443609,300.0
12,2838,589.2239814172051,300.0
10,4592,334.37653503414043,240.0
15,437,812.5366517204897,420.0
14,5008,431.5739562854169,180.0
36,1200,276.85157762843147,120.0
17,4260,449.76851851851853,240.0
26,6508,271.75918095615094,120.0
33,6737,485.8353439194536,360.0
32,11375,317.09635753035394,180.0
23,6029,3330.4262663562654,3360.0
19,7013,311.01129903852905,120.0
19,7115,351.30031873450594,180.0
25,6155,600.2130155707748,480.0
25,6256,2438.7814849004353,2520.0
10,4550,411.02936213297335,180.0
10,4655,840.2320793380761,540.0
17,4368,372.51264780173517,180.0
16,1703,3536.993733597558,3540.0
26,6465,512.2802925898442,300.0
32,11393,385.03367003367003,240.0
14,5212,534.8903650199923,180.0
15,555,616.3502015226153,300.0
17,4265,444.6367604207051,240.0
18,11232,219.85499163413274,180.0
28,5785,1458.932451582428,1320.0
13,7765,2454.420651217366,2280.0
24,2259,995.133379168099,660.0
30,7426,1952.102279008797,2160.0
18,11320,260.079619879286,180.0
33,6921,476.9921774433112,300.0
23,5950,335.8147837043259,180.0
14,5093,567.5891343342261,240.0
26,6566,310.4709250883431,180.0
12,2827,1766.7275390320672,780.0
16,1863,1330.455718755518,600.0
14,5211,1303.3362166478141,840.0
15,451,496.5073170731707,240.0
25,6268,2055.3088769683336,1500.0
36,1224,313.97185465238397,240.0
17,4421,270.9721508438086,120.0
17,4276,625.7350582700738,360.0
26,6386,854.737324417589,360.0
33,6795,480.6774420238932,300.0
23,6138,640.5264006709028,480.0
28,5713,912.8930564874689,480.0
18,11133,546.2918080465341,300.0
26,6457,387.0719631221011,240.0
24,2247,1504.7888195155897,1200.0
19,7003,2051.1688632644264,1620.0
7,4909,3674.4342298931856,2700.0
16,1831,1372.02915588996,840.0
18,11189,200.06205783790492,120.0
12,2938,2193.675609382186,1500.0
18,10943,261.7505190864079,180.0
18,11267,200.89563713242362,120.0
19,7033,1450.611682310954,900.0
26,6495,518.8895047110394,240.0
30,7503,1312.6708284123504,1260.0
10,4703,605.6303445646806,420.0
19,7002,414.169345883924,240.0
30,7317,970.7993590884814,420.0
7,56,519.4363527533918,180.0
18,11306,3500.7083333333335,2940.0
12,2812,624.9079707795304,420.0
23,6091,474.16402772040936,240.0
33,6901,302.77433786105615,120.0
28,5814,5304.502617801048,3960.0
36,1269,952.2446243766422,480.0
17,4259,678.4571726792354,360.0
22,6659,1585.0996784565916,1440.0
24,2246,667.5738479716424,360.0
36,1179,289.84316610269235,180.0
10,4672,1025.0421317333569,540.0
16,1712,685.4640597156555,360.0
26,6462,520.8966333953646,240.0
26,6503,842.0770164424786,420.0
33,6744,1521.9545872967167,1020.0
10,4520,632.7410264016612,240.0
16,1870,1026.8243243243244,240.0
17,4302,278.76990298452193,180.0
15,487,838.0379790579535,600.0
28,5724,467.9127149975888,120.0
28,5778,543.3047135533324,360.0
33,6741,620.6846924718403,360.0
15,605,1272.2401088241566,900.0
17,4411,461.02423294275405,180.0
36,1285,306.10602174178575,180.0
17,4339,2427.837252631049,1680.0
18,11135,1505.5637414416994,1560.0
22,6712,517.9671347195199,300.0
30,7387,341.7966298663568,180.0
19,7162,364.89721886336156,180.0
32,11561,998.6642332165935,660.0
33,6854,511.6008570554025,240.0
28,5709,278.53205105287617,120.0
24,2301,286.7394950876055,180.0
28,5769,342.9139072847682,120.0
33,6973,302.64722345815454,180.0
14,5186,2404.0691082515973,1980.0
25,6175,589.8052177261496,240.0
33,6781,331.0876645223804,120.0
10,4624,655.8620469898458,480.0
25,6185,1962.9818702290077,1380.0
10,4706,299.43474811582706,180.0
15,416,343.8882503973591,120.0
28,5782,3079.7147926660973,2940.0
33,6753,530.4406569141595,300.0
26,6505,2869.9817210348706,3180.0
30,7363,500.1689279063581,240.0
10,4668,778.9763133208255,480.0
30,7410,331.5311655998129,180.0
19,7087,829.811577752554,300.0
32,11478,578.0003682563064,360.0
36,1211,1109.01,660.0
10,4542,458.15306038388667,180.0
16,1640,389.44376307625714,180.0
30,7301,593.2156444985543,180.0
18,11309,2272.5521910851985,1680.0
13,7644,935.9912827460411,720.0
15,468,2384.5348204570187,2340.0
23,5912,2016.3469884114645,2040.0
36,1277,743.9341016493266,300.0
16,1736,1050.7260583589405,360.0
15,567,506.3976477177261,180.0
14,5206,3815.1613191527395,4020.0
18,11201,283.8933951332561,180.0
32,11496,553.7443504461698,360.0
33,6888,857.1079585824798,420.0
14,4976,2332.8948043069563,1080.0
14,5113,336.28090133450013,180.0
32,11453,672.6417525773196,180.0
15,609,1379.2302963236198,660.0
7,4862,557.2726828075324,300.0
10,4545,604.3293203883495,300.0
19,7271,1502.8065438373571,1020.0
23,5925,608.895954482701,360.0
10,4536,372.76701912795534,180.0
22,6611,548.3265799209724,300.0
32,11487,730.0467138794577,480.0
32,11503,344.86331896416755,240.0
13,7660,384.9499232590203,240.0
15,633,407.8000945179584,240.0
19,7192,407.0848409657053,240.0
10,4562,398.7665706051873,180.0
15,476,2918.4891165172853,2880.0
18,11146,1898.9953529541933,660.0
14,5066,1087.6689275193658,660.0
26,6403,1718.2161697951171,1320.0
32,10955,258.5733087654646,120.0
13,7626,401.59449457897813,180.0
22,6639,488.5683669095585,240.0
30,7376,347.00351890282417,180.0
28,5679,1930.7928538066324,1860.0
17,4361,365.42509427494,180.0
25,6247,2323.94306581459,2280.0
32,11380,492.7643648638732,360.0
13,7678,353.75793093427615,180.0
30,7346,510.33107299561226,240.0
13,7642,914.3112041088073,540.0
14,5005,1486.746153571556,720.0
32,11719,689.2050550346514,360.0
32,13577,1189.567519858782,840.0
24,2263,450.6184591010672,360.0
24,2327,370.7804639245055,240.0
13,7552,767.1072145697322,600.0
23,5990,3923.5661137808092,4020.0
18,11158,1318.1231079717456,480.0
23,6062,387.97964990945934,180.0
25,6262,2099.787265258216,1740.0
32,11459,1536.1039686975964,600.0
32,11501,303.96077638495757,180.0
22,6682,1140.8023292136902,540.0
23,6009,357.6722240408168,180.0
30,14476,543.6551351351351,240.0
23,5973,443.99598968776854,240.0
33,6935,495.99104661932694,180.0
10,4535,701.5156997348269,480.0
16,1723,371.02067791009495,180.0
10,4506,358.48334087140057,180.0
19,7174,525.9467488416432,180.0
25,6213,250.25980679156908,120.0
24,2219,263.5555629669157,180.0
26,6510,575.0662293533891,360.0
10,4515,652.4090121317158,300.0
13,7636,345.40548539857934,180.0
14,5132,287.808,180.0
33,6976,2711.408988816079,2820.0
15,536,465.7048557155149,240.0
12,2970,379.61382258639117,240.0
32,11414,2792.603872090494,2880.0
32,11468,434.57542420287155,300.0
32,11507,2887.8420694349898,2520.0
12,2902,1127.6839235114858,900.0
26,6550,643.4356546776634,420.0
33,6832,459.48172830666704,180.0
13,7648,490.6589214496272,300.0
30,7392,268.41625291316245,120.0
23,6100,1690.3001755663083,1500.0
10,4724,7530.0,4200.0
14,5180,203.40553776605765,120.0
