store_id,block_id,external_mall_id
15282,,
,,
,,
15109,,
,,
15196,,
15218,,
15286,,
,,
,,
15424,,
,,
,,
15490,,
,,
13018,,
15179,,
,,
,,
34,,
,,
205,,
229,,
231,,
,,
,,
,,
514,,
521,,
,,
,,
,,
,,
,,
,,
,,
544,,
564,,
603,,
571,,
715,7041,19
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
8958,,
,,
,,
9035,,
,,
,,
,,
848,,
,,
,,
,,
864,,
,,
,,
,,
,,
,,
,,
,,
1196,,
1151,,
,,
1392,4539,10
,,
,,
988,,
,,
1014,,
9499,,
,,
,,
,,
,,
,,
,,
9533,,
,,
9577,,
,,
,,
,,
,,
9573,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
11199,,
,,
,,
,,
,,
11189,,
11286,6433,26
,,
,,
,,
,,
,,
,,
,,
,,
,,
11389,,
,,
,,
11362,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10639,,
,,
10642,,
,,
,,
,,
,,
,,
,,
,,
10656,,
,,
10395,,
,,
10725,,
10470,,
12231,,
12134,,
,,
12230,,
12361,,
12132,,
,,
11665,,
11725,,
11690,,
11954,,
11942,,
,,
,,
11780,,
,,
,,
11705,,
11794,,
,,
11990,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9227,,
,,
,11211,18
,,
,,
,,
,,
,,
,,
,,
,,
9143,,
9144,,
9178,,
9429,,
,11105,18
9431,,
,,
1573,,
1654,,
,,
,,
,,
,,
,,
1862,,
2009,,
1919,,
1995,,
,,
,,
1928,,
,,
,,
,,
,,
,,
,,
,,
1605,,
,,
1616,,
1617,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9725,,
,,
,,
,,
,,
,,
,,
,,
,,
10126,,
10139,6099,23
,,
,,
,,
,,
10181,,
,,
,,
10228,,
,6052,23
10240,,
10259,6019,23
10257,,
,,
9818,,
9822,,
,,
,,
,,
,,
9950,,
9961,,
,,
9963,,
9997,5764,28
10005,5820,28
10015,,
10019,5687,28
2811,,
,,
,,
,,
,,
,,
,,
,,
2735,,
2742,,
,,
2775,,
2884,,
2892,,
2911,,
6590,,
6564,,
,,
6568,,
6625,,
6607,,
6608,,
6635,,
6658,,
,,
,,
,,
,,
8495,,
8516,,
,,
8550,,
,,
,,
,,
,,
,,
,,
8219,,
8267,,
8270,,
,,
8273,,
8294,,
8296,,
,,
8348,,
8365,,
8363,,
,,
8832,,
,,
,,
6396,,
6435,,
6468,,
6443,,
,,
6491,,
,,
6540,,
,,
,,
,,
,,
6213,,
6218,,
6219,,
6240,,
6254,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6758,,
6763,,
6811,,
,,
8682,,
8678,,
8702,,
,,
,,
8715,,
,,
8735,,
8733,,
8740,,
8792,,
7462,,
,,
7494,,
,,
,,
,,
,,
,,
7598,,
,,
7247,1147,36
,,
8010,,
,,
,,
,,
6938,,
6954,,
,,
6876,,
,,
,,
,,
,,
,,
,,
,,
7814,,
7912,,
7825,,
7866,,
7854,,
7879,,
7919,,
7926,,
7928,,
7948,,
7663,,
7700,,
7744,,
7755,,
7768,,
7757,,
,,
,,
,,
,,
8603,,
8613,,
8635,,
8652,,
,,
,,
,,
,,
,,
8088,,
8083,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6584,,
12652,,
2515,,
751,,
11116,6446,26
,,
6289,,
,,
10626,,
,,
6215,,
13890,,
10624,,
,,
14352,,
,,
,,
9475,,
1823,7379,30
2823,,
,,
,,
7881,,
740,7187,19
15028,,
,,
,,
,,
13136,,
,,
337,7560,13
9246,11229,18
,,
3385,,
12138,11545,32
14966,,
261,7655,13
,,
,,
15271,,
14607,,
11253,6415,26
14983,,
9827,5770,28
8373,,
,,
,,
,,
10731,,
12791,,
12679,,
2155,6836,33
,,
13861,,
14426,,
11941,,
11973,,
1092,,
11956,,
14328,,
7969,,
8987,,
2425,,
14172,,
14811,,
9742,,
10082,6039,23
,,
13894,,
11240,6411,26
10538,,
9001,,
,,
,,
9066,,
14176,,
450,7035,19
,,
6387,,
,,
12409,11438,32
7943,,
11352,6468,26
15215,,
2346,,
10241,5954,23
,,
,,
12405,11422,32
9948,5690,28
12774,,
14450,,
10787,,
10692,,
9989,5749,28
13329,,
10748,,
11828,,
,,
13708,,
10306,5944,23
11859,,
,,
7530,,
,,
,,
1448,4788,10
14078,,
,,
10948,,
13545,,
6349,,
14345,,
,,
12115,11435,32
6733,,
,,
11436,6176,25
9569,,
13193,,
1440,4663,10
,,
13165,,
13592,,
10295,5987,23
13231,,
,,
107,7529,13
,,
11475,6285,25
,,
,,
13490,,
,,
11023,2255,24
14366,,
9999,5778,28
,,
14788,,
,,
9319,11132,18
,,
12935,,
8600,,
2048,6751,33
14568,,
8339,,
,,
13719,,
,,
13230,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
2494,,
2550,,
,,
,,
,,
,,
6898,,
5520,611,15
,,
,,
,,
12886,,
,,
12730,,
13082,,
,,
,,
13121,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
14329,,
,,
,,
,,
,,
,,
,,
,,
,,
4729,2935,12
,,
,,
,,
,,
4613,2991,12
4707,2975,12
3515,,
3520,,
3478,,
,,
,,
5155,1637,16
,,
,,
,,
5308,,
,,
,,
,,
,,
,,
,,
,,
4812,5166,14
,,
4818,5197,14
4882,5053,14
,,
,,
3619,,
3622,,
,,
,,
3063,,
3116,,
3289,,
,,
3876,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6025,,
6049,28,7
,,
5790,4269,17
5690,4425,17
,,
,,
3352,,
,,
,,
,,
,,
5631,531,15
5613,,
5628,611,15
4408,6640,22
4519,6640,22
4054,,
,,
,,
,,
6123,,
,,
6126,,
12493,,
12636,,
12661,,
,,
,,
,,
13379,,
13454,,
13491,,
13745,,
13806,,
13840,,
,,
,,
14446,,
,,
15001,,
,,
,,
,,
,,
,,
489,,
,,
,,
,,
1240,,
,,
,,
1017,,
,,
,,
,,
,,
,,
,,
9579,,
9593,,
,,
,,
,,
,,
11213,,
,,
,,
,,
10614,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
11390,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
12194,,
11681,,
,,
,,
,,
,,
9329,,
9384,,
,,
,,
,,
,,
1767,7308,30
,,
,,
2058,,
,,
,,
,,
,,
,,
10293,,
,,
9886,,
,,
,,
,,
2821,,
6594,,
,,
8434,,
8541,,
8513,,
,,
,,
8198,,
,,
8830,,
6464,,
,,
,,
,,
,,
,,
6738,,
8803,,
8680,,
,,
8757,,
,,
,,
,,
,,
7109,,
,,
,,
7243,1063,36
7000,,
,,
,,
7699,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10544,,
2134,6888,33
2417,,
14472,,
6471,,
,,
,,
1847,7451,30
11695,,
13762,,
,,
14099,,
13296,,
,,
14579,,
,,
13282,,
11372,6289,25
1435,4519,10
,,
823,,
2403,,
10741,,
15046,,
14314,,
,,
13262,,
15036,,
13595,,
13047,,
,,
,,
10506,,
,,
1760,,
,,
,,
2761,,
,,
,,
,,
,,
1128,4591,10
12474,,
13268,,
11696,,
,,
7145,1086,36
,,
10992,,
2419,,
,,
2806,,
,,
14483,,
15399,,
10830,,
13790,,
13258,,
12906,,
13803,,
11779,,
15496,,
,,
14100,,
14145,,
,,
2736,,
14637,,
9258,11267,18
,,
12186,11377,32
,,
13638,,
10727,,
,,
302,7628,13
,,
,,
,,
7974,,
13210,,
14696,,
,,
,,
10985,2315,24
,,
1390,4632,10
12190,11358,32
,,
13777,,
,,
,,
13484,,
14529,,
15297,,
,,
10358,,
,,
,,
,,
13066,,
,,
12848,,
13133,,
,,
,,
10973,2316,24
,,
8304,,
11096,6383,26
,,
15145,,
10892,,
12866,,
1520,,
13276,,
,,
15444,,
2309,,
,,
,,
9702,,
,,
7954,,
,,
,,
1353,4476,10
,,
11,,
,,
9770,,
,,
12535,,
13723,,
7316,1061,36
,,
,,
,,
15521,,
15208,,
7022,,
15083,,
1911,7432,30
1800,7435,30
1962,6809,33
,,
14319,,
2199,6902,33
,,
13053,,
15371,,
,,
1436,4637,10
9041,,
1916,6750,33
10491,,
,,
,,
11620,,
2963,,
,,
,,
327,7696,13
12211,,
15311,,
,,
9138,,
,,
,,
12532,,
,,
,7026,19
14608,,
,,
9835,5697,28
13911,,
8868,,
13221,,
,,
,,
,4616,10
13377,,
12197,11668,32
10699,,
14894,,
,,
,,
,,
1491,,
11543,6288,25
8506,,
,,
7967,,
13893,,
,,
15505,,
,,
,,
13127,,
14508,,
14804,,
10120,6069,23
,,
,,
10352,,
,,
,,
10742,,
,,
14482,,
,,
14734,,
10669,,
14872,,
,,
,,
,,
15333,,
1375,4604,10
13604,,
13113,,
,,
,,
8043,,
,,
12360,10959,32
,,
14979,,
11353,6496,26
,,
12515,,
14491,,
15,,
5767,4418,17
12366,11641,32
,,
10673,,
933,,
,,
,,
,,
806,,
11397,6287,25
,,
,,
66,,
2273,,
1465,4536,10
15475,,
2133,6889,33
,,
1122,4611,10
,,
11845,,
9491,11196,18
,,
1443,4624,10
,,
10065,6009,23
10577,,
,,
2121,6936,33
2662,,
14502,,
12579,,
1115,,
,,
,,
14367,,
,,
13779,,
,,
8755,,
,,
,,
,,
13935,,
1841,7374,30
2660,,
,,
,,
7401,,
,,
14970,,
3786,,
,,
11627,,
,,
707,7131,19
12139,11423,32
343,7658,13
1695,7398,30
13539,,
6586,,
15064,,
,,
713,7005,19
,,
3175,,
12757,,
12856,,
2546,,
,,
1024,,
7152,1068,36
,,
973,,
14135,,
11079,2288,24
11751,,
12455,,
1852,7437,30
,,
,,
,,
13619,,
1433,4682,10
,,
115,7694,13
10938,,
12073,,
12773,,
,,
10883,,
3578,,
1311,4525,10
10587,,
11574,6304,25
,,
914,,
14084,,
14817,,
,,
,,
1140,,
12867,,
12898,,
2330,,
,,
12932,,
7910,,
671,7165,19
15457,,
12740,,
10640,,
12749,,
2328,,
7293,1074,36
7294,1154,36
8021,,
15317,,
,,
399,7039,19
10704,,
13236,,
13456,,
,,
,,
8232,,
,,
15047,,
13261,,
11174,6537,26
2401,,
1137,4642,10
11337,,
9075,,
8853,,
,,
,,
,,
,,
2624,,
12171,11432,32
2234,6765,33
,,
14086,,
,,
,,
12251,11594,32
,,
12738,,
,,
14539,,
13800,,
8578,,
,,
306,7527,13
13128,,
,,
2745,,
14105,,
,,
,4466,10
12942,,
8454,,
,,
7638,,
,,
8901,,
937,,
852,,
,,
1808,7409,30
13579,,
10021,5842,28
1659,7378,30
1015,,
9290,,
986,,
,,
,,
,,
,,
948,,
14087,,
9769,,
13785,,
10430,,
,,
,,
,,
10578,,
12388,11589,32
11891,,
,,
,,
12887,,
12767,,
,,
,,
1637,7373,30
10870,,
13327,,
14309,,
943,,
10498,,
13397,,
13266,,
14770,,
13508,,
7600,,
6888,,
12624,,
,,
2127,6903,33
13976,,
14123,,
14818,,
,,
2774,,
,,
12698,,
,,
13031,,
15305,,
,,
15314,,
14083,,
,,
9371,11106,18
,,
,6311,25
10283,6145,23
11619,,
14129,,
13547,,
373,7156,19
,,
6926,,
,,
2643,,
,,
,,
11059,2332,24
,,
,,
2006,,
8961,,
1105,,
6164,,
14257,,
11122,,
2249,6783,33
13520,,
11288,6420,26
,,
9094,,
10185,5932,23
13923,,
1758,7447,30
15003,,
956,,
,,
938,,
,,
,,
,,
14724,,
11634,,
,,
7529,,
5046,,
2064,6901,33
9181,,
9414,11277,18
10373,,
6949,,
14101,,
,,
,,
14723,,
12695,,
,,
2711,,
11839,,
12919,,
,,
11214,6428,26
1558,,
14962,,
10684,,
11094,6392,26
12461,,
11785,,
14575,,
11694,,
,,
,,
13298,,
11572,6370,25
12397,11576,32
,,
13550,,
,,
13796,,
,,
9678,,
9267,11238,18
,,
,,
1947,6932,33
12404,11528,32
,,
1670,7385,30
13382,,
14235,,
,,
6680,,
12885,,
,,
,,
12473,,
,,
,,
2474,,
14217,,
2789,,
,,
2889,,
12851,,
11670,,
,,
,,
11539,6162,25
12894,,
13147,,
6271,,
14274,,
187,7543,13
102,7561,13
,,
,,
,,
14090,,
1055,,
7566,,
,,
694,7002,19
13960,,
,,
,,
9116,,
14975,,
,,
11555,6292,25
14416,,
,6310,25
15221,,
12731,,
13738,,
,,
10868,,
12327,,
798,,
2174,6933,33
,,
,,
3597,,
,,
13260,,
15316,,
13660,,
,,
10399,,
15181,,
14523,,
13420,,
,,
11026,2238,24
14266,,
1450,4488,10
14272,,
10461,,
12560,,
,,
,,
15029,,
12716,,
12813,,
11616,,
13192,,
,,
11966,,
,,
14910,,
12188,11055,32
,,
13036,,
13269,,
8410,,
,,
10047,5814,28
4123,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
4570,2890,12
,,
,,
,,
,,
,,
,,
,6214,25
,,
,,
,,
,,
,,
2480,,
,,
2486,,
2487,,
2488,,
,,
,,
,,
2495,,
,,
,,
,,
2502,,
,,
,,
,,
,,
2565,,
,,
,,
2572,,
,,
,,
5482,513,15
,,
4804,,
2602,,
2609,,
,,
,,
,,
,,
,,
,,
,,
,,
6288,,
6299,,
,,
,,
,,
,,
6345,,
6347,,
,,
6674,,
6681,,
6691,,
6704,,
,,
,,
6856,,
,,
6900,,
,,
,,
6927,,
,,
,,
,,
,,
,,
,,
10805,,
10806,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
2671,,
2676,,
2691,,
4305,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
12697,,
,,
,,
,,
,,
12752,,
,,
,,
12756,,
,,
,,
13089,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
13144,,
,,
,,
13288,,
,,
,,
,,
13277,,
,,
,,
,,
,,
,,
,,
,,
13311,,
13321,,
13300,,
,,
,,
,,
,,
,,
,,
,,
13618,,
,,
13572,,
,,
,,
,,
13580,,
,,
13627,,
,,
13680,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
13966,,
,,
13981,,
13993,,
,,
,,
,,
14141,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
14303,,
14287,,
,,
,,
,,
,,
,,
,,
14327,,
,,
,,
14603,,
,,
,,
,,
,,
,,
,,
,,
14570,,
,,
15054,,
,,
,,
15331,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
4551,2883,12
4577,2910,12
,,
,,
,,
,,
,,
4623,2809,12
4656,2885,12
4674,2824,12
4724,2815,12
4617,,
,,
,,
3489,,
3480,,
,,
3370,,
3356,,
,,
,,
3422,,
3461,,
5107,1677,16
,,
,,
,,
,,
,,
5168,1796,16
,,
,,
,,
