store_id,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
198,-84123.0,80595.0,10905.0,8181.0,50552.0,5322.0,90875.0
129,-82914.0,5655.0,12789.0,9099.0,52548.0,2295.0,92326.0
33,-16026.0,22521.0,1424.0,12709.0,30258.0,13613.0,22984.0
34,-94887.0,32490.0,7629.0,7750.0,47098.0,1481.0,45172.0
274,-44021.0,57612.0,7095.0,1606.0,13634.0,14038.0,85133.0
193,-31994.0,63720.0,9167.0,14359.0,34625.0,15760.0,111256.0
92,-112266.0,68141.0,10554.0,3693.0,24481.0,16296.0,93127.0
294,-102988.0,52438.0,10529.0,13904.0,75597.0,7108.0,33848.0
176,-62144.0,88062.0,5119.0,7611.0,53623.0,2799.0,106246.0
317,-86140.0,96572.0,10674.0,1383.0,33936.0,9305.0,29331.0
225,-11953.0,64318.0,13546.0,1435.0,18149.0,2811.0,24033.0
298,-50458.0,87440.0,5413.0,7196.0,31052.0,2512.0,47309.0
260,-47611.0,35003.0,6042.0,12386.0,18401.0,9394.0,110563.0
246,-89394.0,11363.0,13180.0,10677.0,27027.0,14527.0,33684.0
78,-121328.0,88698.0,9582.0,9551.0,79598.0,15074.0,109038.0
296,-19036.0,49958.0,1271.0,5593.0,76548.0,14174.0,104383.0
353,-82893.0,35902.0,5531.0,9129.0,51471.0,5234.0,57619.0
160,-35352.0,65503.0,9742.0,8914.0,75516.0,13953.0,15492.0
215,-18731.0,86345.0,1392.0,14499.0,51635.0,4932.0,65121.0
35,-45519.0,88532.0,9177.0,8184.0,42335.0,15154.0,12567.0
,-22312.0,66830.0,5129.0,8207.0,42258.0,1749.0,111568.0
184,-114858.0,58838.0,179.0,6727.0,50380.0,12804.0,120785.0
301,-12677.0,91858.0,2808.0,10292.0,30837.0,8130.0,5710.0
339,-19578.0,99804.0,5453.0,15467.0,75084.0,9154.0,20138.0
36,-120536.0,33531.0,10567.0,13664.0,45004.0,15436.0,24036.0
189,-56111.0,42219.0,4985.0,6138.0,84155.0,12568.0,35961.0
163,-32121.0,18290.0,978.0,11597.0,61065.0,10894.0,118791.0
288,-55030.0,98123.0,13553.0,14965.0,81378.0,10032.0,43142.0
100,-67235.0,60220.0,7462.0,7669.0,8582.0,12524.0,107776.0
45,-63550.0,76207.0,2854.0,3926.0,7494.0,14681.0,80850.0
16,-101202.0,57470.0,13378.0,6650.0,79457.0,2957.0,56922.0
98,-32371.0,51849.0,2609.0,15434.0,42049.0,1661.0,12124.0
37,-62245.0,50105.0,3812.0,2642.0,75615.0,7103.0,17129.0
38,-83079.0,94140.0,342.0,6170.0,2033.0,2856.0,80781.0
39,-10911.0,23324.0,4493.0,3734.0,38989.0,16007.0,98961.0
75,-71097.0,84487.0,9679.0,13751.0,61095.0,9318.0,11795.0
245,-89164.0,20984.0,2320.0,4014.0,47476.0,6031.0,71440.0
211,-4321.0,40843.0,2612.0,11879.0,73198.0,11257.0,68953.0
154,-69674.0,30913.0,6380.0,7538.0,58889.0,5500.0,112824.0
130,-76303.0,33684.0,323.0,15164.0,14253.0,14638.0,17742.0
41,-92194.0,12688.0,3230.0,1838.0,61315.0,7883.0,57334.0
310,-19839.0,46207.0,12665.0,9209.0,23794.0,15554.0,68240.0
169,-71938.0,60106.0,10486.0,2317.0,39650.0,1937.0,35826.0
87,-106464.0,74087.0,12614.0,4008.0,30230.0,5048.0,19430.0
201,-19492.0,44046.0,7983.0,13996.0,63799.0,561.0,104529.0
341,-21872.0,46034.0,2485.0,1315.0,17554.0,9221.0,43517.0
149,-106255.0,93975.0,3616.0,5555.0,54766.0,13391.0,85255.0
73,-58541.0,52507.0,1403.0,2669.0,83130.0,8443.0,11323.0
309,-97708.0,31481.0,6357.0,3159.0,76005.0,10294.0,4740.0
196,-41291.0,14577.0,8683.0,10078.0,74808.0,10658.0,109131.0
348,-19631.0,34615.0,5679.0,11442.0,13333.0,11363.0,64748.0
351,-74605.0,88713.0,3511.0,14472.0,83149.0,15656.0,84363.0
222,-118454.0,13198.0,8164.0,3753.0,10839.0,11378.0,71343.0
42,-55897.0,82002.0,10056.0,14081.0,74101.0,16202.0,67970.0
18,-117085.0,23289.0,391.0,8896.0,83665.0,2544.0,42866.0
263,-65763.0,15839.0,11591.0,8738.0,61121.0,16003.0,46019.0
295,-31308.0,2674.0,3437.0,3346.0,31478.0,11503.0,83798.0
103,-14912.0,65858.0,6139.0,2555.0,32126.0,14590.0,121500.0
43,-46365.0,86318.0,10733.0,11676.0,65067.0,6025.0,56309.0
44,-21560.0,39594.0,3163.0,3612.0,10956.0,7366.0,51535.0
289,-19520.0,52379.0,2029.0,1817.0,64473.0,10555.0,83416.0
261,-96548.0,76135.0,11338.0,12269.0,78424.0,15396.0,106253.0
72,-67138.0,25404.0,9956.0,2850.0,20200.0,4707.0,40611.0
254,-36305.0,69626.0,458.0,3706.0,50223.0,13827.0,2362.0
142,-100701.0,93950.0,1379.0,4074.0,63255.0,6602.0,81683.0
344,-51878.0,49142.0,50.0,13917.0,34546.0,15249.0,92714.0
152,-13735.0,43146.0,7890.0,12239.0,58161.0,5173.0,15065.0
342,-56245.0,32574.0,5897.0,12610.0,38459.0,5412.0,1477.0
202,-101728.0,70815.0,8330.0,8735.0,7963.0,9653.0,100696.0
60,-3529.0,13139.0,7932.0,9070.0,55976.0,4808.0,75197.0
46,-74706.0,11295.0,9323.0,12343.0,58346.0,5100.0,48197.0
47,-104711.0,68956.0,8974.0,7461.0,45139.0,2724.0,74257.0
214,-89568.0,52887.0,13272.0,5184.0,79368.0,15043.0,56335.0
48,-76953.0,87193.0,3365.0,6143.0,31361.0,1034.0,96075.0
1,-77185.0,48683.0,3413.0,9256.0,18642.0,2582.0,117195.0
145,-71329.0,5365.0,6948.0,8129.0,55986.0,7683.0,102982.0
49,-69380.0,10049.0,806.0,8106.0,10417.0,7055.0,24639.0
240,-31807.0,83856.0,11176.0,1796.0,36035.0,11545.0,42758.0
248,-60430.0,74019.0,13257.0,5590.0,6479.0,4808.0,25553.0
316,-63109.0,895.0,2908.0,5522.0,83481.0,6402.0,106073.0
83,-80205.0,59174.0,6843.0,9797.0,77734.0,6965.0,75194.0
144,-40672.0,64789.0,2764.0,10201.0,6280.0,849.0,21067.0
136,-116181.0,49672.0,1722.0,8537.0,35073.0,10273.0,103821.0
249,-71967.0,78569.0,10252.0,9941.0,25727.0,3196.0,27524.0
155,-57701.0,6844.0,13507.0,7822.0,7777.0,14533.0,9111.0
327,-114443.0,61253.0,473.0,4047.0,82320.0,6902.0,12688.0
275,-72626.0,43069.0,582.0,12419.0,53050.0,1922.0,24595.0
187,-7769.0,41549.0,11424.0,13449.0,47237.0,6082.0,120828.0
127,-101087.0,9927.0,6030.0,10969.0,51529.0,6987.0,62322.0
230,-25489.0,15572.0,742.0,14497.0,85239.0,12501.0,93960.0
243,-14282.0,90999.0,1559.0,10544.0,74797.0,4002.0,46460.0
333,-31508.0,9158.0,797.0,1587.0,11225.0,12621.0,40159.0
101,-12841.0,39806.0,4207.0,9082.0,59851.0,10959.0,110823.0
303,-56101.0,26776.0,11384.0,14699.0,79581.0,12977.0,45845.0
177,-123216.0,89739.0,4836.0,12282.0,10706.0,3987.0,38222.0
109,-12615.0,74931.0,935.0,12866.0,47110.0,1799.0,21799.0
285,-107431.0,32510.0,12183.0,3336.0,9819.0,11922.0,41851.0
205,-115227.0,31448.0,3124.0,9338.0,31325.0,15684.0,32398.0
257,-79315.0,83937.0,462.0,15169.0,74552.0,15297.0,2924.0
94,-38168.0,52439.0,6366.0,15116.0,72227.0,15771.0,34089.0
66,-122406.0,99442.0,6277.0,15004.0,81576.0,7055.0,63491.0
216,-84538.0,52500.0,8879.0,11393.0,73894.0,7577.0,11514.0
228,-92996.0,55867.0,6820.0,8517.0,51973.0,11832.0,104449.0
300,-20579.0,93612.0,2124.0,9451.0,80996.0,3537.0,64952.0
91,-61965.0,54223.0,13684.0,4423.0,70655.0,6297.0,119562.0
266,-119641.0,80578.0,7616.0,14702.0,9812.0,14386.0,118375.0
28,-18031.0,15397.0,6229.0,6509.0,2503.0,11235.0,32834.0
137,-119612.0,94037.0,6041.0,4413.0,75386.0,6956.0,22888.0
50,-91016.0,46887.0,1827.0,7591.0,45311.0,686.0,91257.0
349,-67361.0,66937.0,3723.0,12245.0,68002.0,775.0,94287.0
51,-105741.0,3488.0,7325.0,9362.0,40917.0,14471.0,15063.0
52,-41423.0,30751.0,1106.0,5977.0,37733.0,5159.0,31196.0
307,-44131.0,90199.0,1764.0,2269.0,21357.0,868.0,43465.0
53,-99811.0,18756.0,12650.0,14376.0,82980.0,16290.0,112186.0
89,-100456.0,78187.0,13584.0,1595.0,5716.0,338.0,54643.0
54,-116261.0,40560.0,9159.0,10487.0,64455.0,5093.0,69149.0
131,-69350.0,60675.0,4653.0,8392.0,50027.0,9706.0,69072.0
207,-72478.0,29542.0,11303.0,3295.0,39377.0,1541.0,87238.0
217,-9602.0,71794.0,8479.0,3889.0,53930.0,13363.0,7934.0
68,-89286.0,6281.0,6645.0,9358.0,69297.0,4511.0,1290.0
56,-74609.0,54002.0,687.0,10663.0,79225.0,8266.0,69367.0
265,-123493.0,65739.0,7444.0,4874.0,52678.0,6667.0,98644.0
71,-90965.0,66825.0,2669.0,15515.0,84095.0,7116.0,88527.0
119,-85583.0,66772.0,11835.0,9539.0,6015.0,14811.0,98968.0
282,-71507.0,75710.0,6302.0,10326.0,31346.0,8528.0,98134.0
190,-73426.0,97253.0,5509.0,13373.0,41212.0,9535.0,94599.0
329,-71419.0,31260.0,2891.0,5439.0,55542.0,10862.0,91984.0
278,-117019.0,59551.0,12853.0,6735.0,62348.0,1363.0,98179.0
166,-1951.0,27324.0,1758.0,11210.0,40169.0,8062.0,35754.0
57,-89322.0,8764.0,7343.0,13156.0,64629.0,12172.0,71337.0
58,-58363.0,76870.0,12489.0,9569.0,41526.0,8690.0,11783.0
123,-8727.0,37400.0,7158.0,6239.0,51896.0,3737.0,76189.0
283,-29962.0,65316.0,8582.0,5762.0,57786.0,2512.0,46860.0
158,-97402.0,44233.0,2701.0,5460.0,12772.0,13969.0,113716.0
59,-51600.0,15988.0,1849.0,1356.0,13209.0,9723.0,59846.0
320,-119658.0,84473.0,2399.0,6650.0,22246.0,8017.0,64538.0
321,-86244.0,19707.0,304.0,3255.0,35192.0,1494.0,33091.0
236,-29948.0,44509.0,572.0,7821.0,83911.0,8580.0,25900.0
224,-60725.0,100330.0,3088.0,4466.0,39735.0,9696.0,112225.0
183,-68416.0,26010.0,9425.0,7856.0,59513.0,2381.0,106873.0
195,-111880.0,22229.0,10003.0,9378.0,25017.0,5240.0,23892.0
188,-47008.0,27203.0,6492.0,9724.0,5189.0,12081.0,90671.0
241,-65107.0,67496.0,6494.0,10576.0,38712.0,2298.0,54140.0
251,-83878.0,63499.0,9694.0,7709.0,32221.0,15659.0,35534.0
220,-107933.0,82998.0,12998.0,4723.0,70387.0,10185.0,90483.0
231,-30037.0,82081.0,8646.0,7080.0,73932.0,7743.0,96034.0
304,-16332.0,13372.0,3744.0,13307.0,53268.0,4082.0,8685.0
185,-12157.0,77630.0,360.0,12773.0,2654.0,13953.0,51708.0
273,-96473.0,6125.0,430.0,13376.0,55572.0,15232.0,79346.0
151,-23201.0,46359.0,8422.0,7976.0,43068.0,9860.0,90754.0
117,-69417.0,92867.0,13095.0,5569.0,76211.0,15821.0,113884.0
171,-117701.0,25881.0,4608.0,12813.0,75183.0,15796.0,47230.0
182,-52749.0,55591.0,355.0,5637.0,82081.0,12151.0,108358.0
208,-43378.0,6212.0,7045.0,15154.0,73909.0,8892.0,46481.0
272,-8071.0,25554.0,9687.0,10319.0,44833.0,10010.0,46457.0
287,-109460.0,36382.0,12510.0,11524.0,9310.0,1188.0,81355.0
150,-83492.0,60604.0,10293.0,14974.0,16324.0,13415.0,85282.0
180,-91142.0,17391.0,12642.0,6074.0,62205.0,6126.0,79116.0
218,-51593.0,51699.0,9874.0,10818.0,20689.0,1454.0,33926.0
346,-106748.0,11080.0,10857.0,11372.0,42265.0,3552.0,76644.0
61,-88635.0,33753.0,428.0,1446.0,40267.0,12167.0,31191.0
108,-65775.0,97225.0,12316.0,6684.0,41978.0,10378.0,51902.0
277,-1770.0,54561.0,5244.0,13756.0,58057.0,4672.0,89806.0
62,-36312.0,82071.0,9270.0,13534.0,4952.0,5907.0,122684.0
252,-84231.0,8531.0,2602.0,15109.0,59111.0,16012.0,44707.0
297,-53101.0,96554.0,2461.0,6890.0,3358.0,15312.0,81788.0
164,-81584.0,12181.0,9860.0,4353.0,51354.0,13326.0,54220.0
63,-55535.0,36947.0,11279.0,12637.0,71462.0,458.0,106471.0
64,-17423.0,74975.0,3155.0,14565.0,37070.0,3703.0,102982.0
331,-107995.0,30831.0,5422.0,12006.0,9946.0,14825.0,23020.0
65,-41806.0,39062.0,4265.0,1768.0,27753.0,15632.0,26501.0
237,-54808.0,90458.0,1284.0,14958.0,46073.0,3804.0,66491.0
355,-3588.0,78480.0,4088.0,6258.0,77197.0,11728.0,102812.0
736,-7189.0,77669.0,13619.0,8717.0,36246.0,3624.0,104369.0
455,-6350.0,27225.0,2273.0,7941.0,51194.0,10672.0,70330.0
356,-102541.0,11098.0,12561.0,10398.0,26296.0,3970.0,67641.0
445,-52661.0,59425.0,7676.0,5991.0,36622.0,8133.0,55174.0
501,-78476.0,77006.0,763.0,3231.0,31859.0,9426.0,82406.0
