store_id,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
28,,50252.0,8380.0,5259.0,,,
137,,17179.0,0.0,,,,
50,,,0.0,1273.0,,,
349,,69665.0,0.0,,,,
51,,386.0,568.0,,33704.0,,456.0
52,,,0.0,2532.0,2368.0,,54336.0
307,,45718.0,0.0,,18453.0,,
53,,,0.0,,,,1099.0
89,,5703.0,4557.0,,,,
54,,383603.0,0.0,,,,2381.0
131,,,14157.0,,,,
207,,2108.0,0.0,,,,
217,,,8019.0,,5144.0,,
68,,14220.0,0.0,,,,233.0
56,,22820.0,18515.0,1902.0,,,64274.0
265,,,0.0,,,,1024.0
71,,,0.0,,,,
119,,23965.0,13434.0,,,,
282,,17122.0,1223.0,,39550.0,1399.0,
190,,41239.0,31469.0,,14343.0,,
329,,330852.0,0.0,,6474.0,,177086.0
278,,2439.0,8755.0,1556.0,,,769.0
166,,2635.0,2835.0,,,,
57,,7738.0,9532.0,,170260.0,,
58,,,0.0,,4121.0,,
123,,,22441.0,,17407.0,,
283,0.0,23929.0,7553.0,,15812.0,,21700.0
158,,142764.0,18775.0,2553.0,,2429.0,
59,,14253.0,9450.0,,8736.0,,
320,,194309.0,4147.0,,,3718.0,30732.0
321,,22579.0,24771.0,,,,22999.0
236,,152233.0,18132.0,10579.0,,,
224,,31745.0,0.0,,3160.0,,295.0
183,,19156.0,67477.0,,,,2351.0
195,,52990.0,4278.0,,15773.0,,
188,,111.0,16240.0,,311094.0,,
241,,119047.0,6088.0,7248.0,1872.0,,
251,,,22520.0,,,,
220,,2304.0,0.0,,6264.0,,615.0
231,,84.0,5735.0,,10752.0,,
304,,30833.0,0.0,63671.0,,,
185,,497.0,36100.0,,,,
273,,9986.0,5272.0,5093.0,98143.0,,73735.0
151,,,0.0,,2007.0,,
117,,,0.0,,,,
171,,386.0,0.0,,84320.0,8126.0,
182,,,9425.0,,,,
208,,17894.0,0.0,,1981.0,,116246.0
272,,,2026.0,,,,
287,,1721.0,0.0,,,,
150,,34860.0,0.0,,58207.0,,
180,,133800.0,0.0,,66756.0,,2348.0
218,,9781.0,0.0,,1817.0,,
346,,13938.0,0.0,,11252.0,,
61,,119000.0,0.0,,,,
108,,16289.0,16173.0,,3774.0,,
277,,6225.0,7743.0,,3491.0,,
62,,,10867.0,,,446.0,
252,,,11927.0,,787.0,,
297,,14617.0,8942.0,,,,
164,,21409.0,0.0,7394.0,,,
63,,541049.0,34516.0,2420.0,11770.0,,
64,,15562.0,0.0,,23618.0,,379.0
331,,6578.0,0.0,,12869.0,,
65,,,735.0,,,,
237,,16896.0,0.0,,,,68465.0
355,,4200.0,40997.0,,14294.0,,9532.0
736,,,3122.0,,605.0,786.0,
455,,,5962.0,,,,
356,,206249.0,458.0,31.0,,,80102.0
445,,26635.0,12013.0,9846.0,,,114.0
501,,,0.0,,,,48175.0
590,,6539.0,0.0,,,,
535,,9666.0,10270.0,,6546.0,,
358,,7545.0,0.0,,,,
568,,2442.0,2089.0,3727.0,3686.0,,139.0
561,,552.0,0.0,,36697.0,,
548,,31325.0,8406.0,,21740.0,,
359,,,15639.0,,,,
447,,,0.0,,4548.0,,293.0
,,9299.0,0.0,,2066.0,,7859.0
,,279183.0,0.0,,,,3545.0
689,,,10630.0,,6397.0,,
640,,386.0,7270.0,,30990.0,,520.0
608,,47008.0,8609.0,,,2995.0,10875.0
593,,8813.0,6651.0,,19436.0,,
715,,2869.0,16736.0,,7901.0,,988.0
491,,14195.0,5847.0,,20375.0,,
454,,,0.0,,,,
659,,,2197.0,,,,
542,,2788.0,6211.0,94.0,6442.0,,
714,,37135.0,3940.0,,4344.0,,3994.0
360,,,1743.0,,,7740.0,
361,,21687.0,7065.0,6889.0,,,
362,,21358.0,0.0,1812.0,,,494.0
463,,,2820.0,,61904.0,,
408,,47894.0,0.0,-332.0,,485.0,53437.0
613,,,8497.0,,345130.0,,
,,,3886.0,,24148.0,,
472,,35636.0,0.0,,,,
437,,13028.0,0.0,2169.0,,,57488.0
424,,517.0,14947.0,9696.0,,,
621,,,6769.0,3402.0,2576.0,,
434,,,8006.0,,105642.0,,
589,,40667.0,0.0,,,,
747,,11873.0,0.0,,5789.0,187.0,
354,,,3586.0,6811.0,,127.0,
485,,2989.0,0.0,5693.0,15847.0,,
,,66999.0,12828.0,,,,2053.0
449,,19632.0,6895.0,,67579.0,,
572,,7003.0,8389.0,14589.0,,,
647,,10378.0,0.0,,,,
690,,153993.0,3669.0,2003.0,3542.0,,
363,,109014.0,0.0,,8475.0,,
,,32032.0,0.0,6673.0,,,
488,,470415.0,29497.0,,,,53143.0
,,5293.0,16567.0,,655.0,,
708,,724547.0,6914.0,,2194.0,,
633,,16911.0,13412.0,,2867.0,,
733,,,11699.0,,46877.0,,
553,,12576.0,21876.0,,,,
530,,12438.0,2704.0,,,,
603,,19561.0,2772.0,,,213.0,
607,,16669.0,0.0,9160.0,9067.0,,251569.0
433,,14976.0,22185.0,,,,209555.0
,,3319.0,0.0,,,,
474,,8393.0,0.0,,,,
541,,,0.0,,,,2304.0
650,,,7877.0,,,,323.0
497,,5535.0,3217.0,,,,
641,,3887.0,4495.0,,431.0,,
723,,14228.0,21720.0,4473.0,,2445.0,68074.0
748,,12723.0,3501.0,,7546.0,,518.0
700,,5992.0,0.0,,440.0,,
729,,38689.0,8397.0,,,,
403,,,0.0,,41903.0,,302.0
436,,14323.0,12897.0,,,,
693,,117754.0,2206.0,6374.0,28083.0,,40437.0
645,,105633.0,482.0,,,,26923.0
430,,10023.0,0.0,,30872.0,,
574,,13570.0,0.0,,,,233.0
512,,12701.0,0.0,6115.0,101686.0,,
365,,24599.0,0.0,,,,2480.0
465,,,0.0,3342.0,8043.0,,872.0
531,,9254.0,0.0,,1061.0,26878.0,1021.0
592,,23040.0,1414.0,,,935.0,52653.0
366,,6280.0,23079.0,5021.0,,7386.0,575.0
707,,6905.0,7099.0,,,,6129.0
554,,16603.0,0.0,,38364.0,1304.0,2320.0
399,,32633.0,0.0,,138696.0,,784.0
712,,8757.0,0.0,,1210.0,12709.0,822.0
367,,47812.0,0.0,,,,6616.0
594,,91350.0,0.0,6636.0,,,632.0
400,,84316.0,0.0,,662.0,,609.0
629,,,10913.0,4489.0,,,
427,,28245.0,0.0,,1038.0,,
732,,212019.0,4106.0,3467.0,,,42695.0
479,,10398.0,3343.0,,,,
401,,62938.0,12368.0,,,,
368,,34206.0,6822.0,9564.0,7154.0,837.0,25597.0
417,-24890.0,31265.0,1611.0,,,,11964.0
724,,89857.0,7318.0,,,,
699,,,5638.0,,,,
470,,,13871.0,,4020.0,,96065.0
735,,10920.0,0.0,,,,
500,,,10635.0,32792.0,47388.0,,66822.0
584,,327.0,0.0,,,,
369,,,15057.0,,,,
,,688.0,0.0,,,,1237.0
631,,23074.0,19521.0,,,,6022.0
651,,,0.0,,,,
721,,46190.0,0.0,,4692.0,,
576,,,0.0,,57720.0,,4378.0
549,,16636.0,0.0,,,,
516,,,0.0,10822.0,2733.0,,
695,,,19522.0,5619.0,,,
425,,18460.0,0.0,,,,
739,,58406.0,7091.0,,15221.0,,
674,,191150.0,0.0,,224.0,,
598,,113229.0,3612.0,,166889.0,17677.0,115551.0
665,,,0.0,,,,321.0
,,386.0,0.0,,62622.0,,238794.0
560,,46892.0,0.0,,,1005.0,
492,,,15412.0,,,,
602,,66539.0,2094.0,,,,
663,,9498.0,0.0,,10936.0,246.0,154149.0
661,,14154.0,0.0,,600.0,,8842.0
634,,,15591.0,,,,
618,,47243.0,1426.0,,20272.0,,
611,,15778.0,0.0,,,,
506,,,0.0,,,7362.0,
615,,92427.0,6282.0,,,,
,,29551.0,2150.0,,,4609.0,
527,,19955.0,3350.0,,,,
564,,61835.0,0.0,6006.0,223364.0,,
620,,4508.0,8264.0,,6850.0,,151.0
577,,10526.0,0.0,,6776.0,,39838.0
728,,,3674.0,,7127.0,,866.0
494,,17160.0,0.0,,,,
371,,9811.0,0.0,9131.0,3447.0,,
508,,13580.0,5015.0,,24943.0,,
705,,23700.0,0.0,,,,
587,,32462.0,0.0,,,,
514,,18531.0,0.0,,16677.0,473.0,
623,,66980.0,12441.0,,,,
372,,,18028.0,,,,900.0
671,,46771.0,0.0,11723.0,31205.0,,
504,,,0.0,,,,
457,,3035.0,0.0,,,,
578,,,0.0,,2722.0,1632.0,
616,,8899.0,0.0,,,,
562,,4900.0,0.0,,39039.0,,1919.0
426,,55124.0,0.0,,,,452.0
703,,,0.0,,26596.0,1480.0,47536.0
483,,,0.0,3491.0,,,
636,,27957.0,0.0,,1414.0,,
467,,691.0,0.0,,18224.0,,
540,,21773.0,8053.0,3413.0,,,
412,,17715.0,0.0,,,,1875.0
423,,3798.0,0.0,,,,88012.0
570,,22340.0,8289.0,,5471.0,,30459.0
600,,6063.0,0.0,4666.0,41729.0,,
692,,8253.0,0.0,,,5954.0,
563,,,5583.0,,,,
,,,14631.0,,,,
419,,37806.0,0.0,,10338.0,3411.0,
547,,32747.0,0.0,,34554.0,,
579,,11425.0,0.0,,,,
416,,5193.0,0.0,,123141.0,439.0,
683,,10549.0,0.0,,41364.0,,
722,,,5949.0,18743.0,,-516.0,93469.0
373,,,6852.0,,,,
546,,,0.0,,,,
718,,,0.0,,2062.0,,27594.0
464,,35873.0,0.0,,11180.0,,
599,,,0.0,,33347.0,1377.0,6378.0
643,,84058.0,0.0,,,,
374,,58280.0,0.0,,21556.0,,384.0
538,,,0.0,,58524.0,,744.0
664,,3352.0,10930.0,,,,
459,,285298.0,0.0,3465.0,523.0,,366.0
375,,23201.0,7113.0,,20001.0,,
595,,16185.0,0.0,,,,
443,,3373.0,0.0,,2170.0,,98929.0
646,,52777.0,7893.0,,13115.0,,
701,,21240.0,3238.0,,3956.0,,1745.0
502,,,6393.0,,,,
709,,1565.0,0.0,,178.0,5936.0,
376,,386.0,3035.0,4866.0,7595.0,,
377,,13943.0,0.0,2347.0,14843.0,,
496,,94888.0,0.0,,,,
745,,55137.0,0.0,,2989.0,,
680,,225.0,0.0,11753.0,,,
687,,59292.0,0.0,,,,0.0
738,,26715.0,0.0,,14844.0,7200.0,
397,,17800.0,10071.0,,,,
559,,14678.0,9379.0,,39119.0,,
,,19198.0,23067.0,,13496.0,,
673,,2686.0,6268.0,,,,17296.0
704,,38734.0,16958.0,,,,
378,,,4561.0,,,,
379,,3047.0,9846.0,,,,1313.0
440,,86676.0,5900.0,,,,
637,,339347.0,3602.0,,,,
490,,,0.0,,7247.0,,
484,,74817.0,7580.0,2873.0,4242.0,,8700.0
668,,15968.0,1719.0,,,,
632,,13827.0,4259.0,,,1202.0,
744,,34569.0,0.0,,1100.0,,366838.0
686,,25792.0,0.0,,,,
571,,44144.0,0.0,,,760.0,
585,,6067.0,0.0,,3666.0,,521.0
450,,44964.0,5078.0,,,,
381,,17517.0,0.0,,,,
622,,20925.0,0.0,1895.0,,,
451,-823480.0,23303.0,0.0,19091.0,,,
448,,8139.0,0.0,,,,
702,,-10530.0,15409.0,,398589.0,,
480,0.0,36153.0,0.0,,23781.0,,
696,,7003.0,9916.0,11220.0,,,289.0
406,,18617.0,8351.0,2634.0,,,2245.0
726,,,0.0,,4406.0,,
382,,,5343.0,,9188.0,,136823.0
510,,12937.0,5133.0,,15563.0,,
509,,,9271.0,3669.0,6352.0,,
734,,81029.0,3541.0,,16842.0,,
619,,1670.0,1454.0,,1915.0,,656.0
499,,89248.0,0.0,,25180.0,,
612,,18954.0,0.0,222.0,,,
383,,14193.0,0.0,,12193.0,,
725,,,25825.0,,,,
698,,25784.0,0.0,,6878.0,,9115.0
446,,44080.0,0.0,,4495.0,,
742,,282113.0,0.0,,0.0,,
384,,2325.0,0.0,,18682.0,,
588,,,7476.0,,,,
418,,20866.0,4944.0,,191855.0,,
,,1727.0,828.0,,,,
544,,96904.0,0.0,,35621.0,,
688,,22287.0,2361.0,,,,
676,,37543.0,0.0,,11206.0,,
471,,9102.0,8678.0,,,,
532,,70217.0,9892.0,7319.0,,,
521,,48902.0,29303.0,,,6495.0,
626,,13018.0,0.0,,,,
460,,,0.0,,17230.0,,
609,,16284.0,0.0,,,,240785.0
691,,29633.0,4073.0,,7967.0,10826.0,
717,,23258.0,0.0,,,46745.0,
410,,,9708.0,,,,
657,,26357.0,5915.0,,,,
628,,48892.0,0.0,,,174891.0,
597,,10972.0,0.0,2436.0,,,1117.0
655,,49185.0,0.0,,,,31165.0
662,,43946.0,0.0,,,,
685,,38757.0,0.0,,,,
557,,983.0,5526.0,,,,
716,,,0.0,,,,
435,,,7322.0,,41242.0,,
466,,93929.0,0.0,16103.0,,,
493,,14005.0,0.0,,,,
658,,55.0,7573.0,,,,1468.0
,,,0.0,,8241.0,,
519,,642.0,0.0,5245.0,,,
666,,0.0,0.0,,,,
601,,23688.0,0.0,,3529.0,,
439,,276.0,10970.0,0.0,8708.0,1223.0,
,,33070.0,0.0,,,,
667,,,0.0,,,1618.0,27480.0
649,,211498.0,0.0,,,,407.0
428,,40481.0,0.0,,,3718.0,
539,,44598.0,0.0,1982.0,9531.0,1939.0,64565.0
654,,,0.0,,,,17229.0
505,,65222.0,0.0,2560.0,29313.0,1580.0,
591,,5207.0,48906.0,,44836.0,2034.0,
569,,,16435.0,,11617.0,,700.0
525,,1737.0,1752.0,,,,
670,,,2319.0,,,,
385,,95851.0,1255.0,,27539.0,,
421,,,0.0,,,,78392.0
710,,3920.0,8841.0,12468.0,2359.0,,
482,,14871.0,5665.0,3266.0,,,
413,,,15012.0,,2825.0,,
644,,73645.0,-41943.0,,27532.0,,
580,,12232.0,9240.0,,104346.0,,177.0
536,,,6039.0,,134833.0,,
529,,11831.0,0.0,,,,969.0
456,,37850.0,4795.0,,30118.0,,
402,,39262.0,0.0,,528.0,,794.0
639,,,7478.0,2572.0,8186.0,,
533,,927.0,0.0,,152572.0,,
386,,,0.0,,21259.0,,39075.0
567,,,8222.0,,7777.0,,2195.0
675,,18026.0,0.0,,65427.0,,
746,-24284.0,511.0,0.0,,,,307.0
741,,,3770.0,2737.0,37837.0,,27661.0
648,,,4049.0,,,,
462,,33824.0,0.0,,7549.0,,
414,,5901.0,0.0,,,,
411,,39421.0,4142.0,25690.0,2209.0,,566.0
617,,3751.0,0.0,8285.0,,,
420,,59808.0,8058.0,17669.0,,,
518,,103402.0,7997.0,,4256.0,,
656,,25754.0,0.0,,,1449.0,
458,,,0.0,1973.0,,,
669,,15226.0,2279.0,,290.0,,1237.0
481,,,0.0,,1725.0,,
740,,,0.0,,0.0,,
605,,321.0,25481.0,,12977.0,,
477,,,2926.0,,,,66949.0
380,,122676.0,0.0,10776.0,558.0,,
495,,,12220.0,,4388.0,,
720,,,4162.0,,17972.0,,
526,,,0.0,3694.0,1855.0,1447.0,278441.0
642,,435.0,20378.0,,,,
624,,,6539.0,,,,
625,,,0.0,,27356.0,,
575,,21219.0,0.0,,30856.0,,
522,,32256.0,0.0,,,,
432,,,21217.0,,,,
534,,19620.0,549.0,,,,
444,,,0.0,,,,647.0
398,-64229.0,-3696.0,0.0,,,,172.0
711,,,921.0,,,,
357,,14574.0,0.0,,,,
517,,11269.0,0.0,7374.0,,,
409,,193651.0,5895.0,,17269.0,,
697,,38212.0,0.0,,,,
407,,,1330.0,,,,
606,,,0.0,,,,73834.0
694,,24839.0,0.0,5208.0,,,
387,,252494.0,0.0,7424.0,3682.0,,
630,,18049.0,0.0,,,,
515,,52775.0,0.0,,,,
586,,331.0,0.0,,,,4507.0
713,,,0.0,,145.0,7485.0,
523,,,0.0,,5115.0,,
719,,10747.0,0.0,,,,
743,,280459.0,0.0,,,,
513,,,8695.0,,,9363.0,
681,,,26417.0,,,,
581,,-8985.0,0.0,,2551.0,,
545,,,13231.0,5439.0,18795.0,,
429,,185182.0,1969.0,,,,
468,,180665.0,2112.0,,5312.0,,
660,,22886.0,0.0,7220.0,,,
507,,4203.0,0.0,8886.0,,,16461.0
730,,28482.0,3137.0,,846.0,,
469,,2217.0,0.0,,562.0,,
441,,598.0,0.0,,,,62348.0
524,,13242.0,10184.0,,,,104037.0
388,,,5323.0,,27248.0,,
486,,21674.0,13668.0,,4978.0,,
