store_name,store_id,mall_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area
store_29,29,0,01/05/1999,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Luggage,,398750.0,247.0
store_30,30,0,01/02/2003,,Fashion apparel,Family Fashion,Jeans,11522845.0,1552694.0,206.0
store_31,31,0,01/06/2000,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,3838247.0,116029.0,231.0
store_32,32,0,01/06/2001,,Food & Beverage Services,Fast Meal,American & Burgers,1507948.0,204109.0,521.0
store_33,33,0,01/11/1986,,Services,Multiservices shops,Multiservices shops,3850875.0,65384.0,34.27
store_33,34,0,23/10/1990,28/01/2024,Services,Multiservices shops,Multiservices shops,,,0.0
store_34,35,0,22/09/2010,,Home,Furniture & Interior Design,Decoration accessories / Design,253902679.0,11586.0,261.0
store_35,36,0,28/10/2010,,Food & Beverage Services,Fast Meal,Fish & Seaproducts,8256679.0,185806.0,252.0
store_36,37,0,01/05/2009,,Fashion apparel,Women's Fashion,Women's Fashion,637870.0,300000.0,216.0
store_37,38,0,13/01/1997,28/05/2022,Fashion apparel,Women's Fashion,Women's Fashion,85240647.0,707861.0,0.0
store_38,39,0,23/10/1990,,Fashion apparel,Lingerie & Underwear,Women underwear,724546.52,162000.0,95.0
store_39,40,0,01/01/2010,30/11/2020,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2460831.0,,0.0
store_40,41,0,28/10/2010,,Fashion apparel,Family Fashion,Family Fashion,1607455.0,111187.0,4605.0
store_41,42,0,01/05/1999,30/09/2024,Services,Multiservices shops,Multiservices shops,,47500.0,53.0
store_42,43,0,01/04/1990,,Services,Clothing-related services,Dry cleaning,7231855.0,127104.0,139.0
store_43,44,0,01/10/2009,28/02/2022,Food & Beverage Services,Fast Meal,Local Kitchen,,3358174.0,0.0
store_44,45,0,01/10/2006,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,668383.0,87521.0,255.0
store_45,46,0,28/10/2010,27/02/2022,Bags & Footwear & Accessories,Footwear,Family footwear,873495.0,,0.0
store_46,47,0,01/01/2008,,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,903994.0,274765.0,1006.02
store_47,48,0,28/10/2010,,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,4499063.0,43884.0,5387.72
store_48,49,0,01/11/2009,24/04/2022,Food & Beverage Services,Gourmet Food Products,Chocolate,,,0.0
store_49,50,0,01/05/2009,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2381670.0,2220845.0,71.0
store_50,51,0,01/01/2009,,Jewellery,Jewellery & Watches,Watches,861353.0,,21.0
store_51,52,0,01/03/1999,,Fashion apparel,Women's Fashion,Women's Fashion,4644422.84,,262.0
store_52,53,0,28/10/2010,,Food & Beverage Services,Fast Meal,Cafeterias,395227.0,32588.0,160.3
store_53,54,0,01/08/1995,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,2364344.0,,265.0
store_0,55,0,01/02/2010,29/03/2021,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,654155.0,225790.0,0.0
store_54,56,0,15/09/2010,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,61326.0,86.0
store_55,57,0,01/08/2009,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",505995.0,284756.0,86.0
store_56,58,0,01/06/2010,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",258180.0,83147.0,60.0
store_57,59,0,28/10/2010,29/04/2023,Services,Imaterial services,Travel Agency,1750924.0,,0.0
store_58,60,0,01/11/1975,,Services,Imaterial services,Travel Agency,463590.0,,73.0
store_59,61,0,01/09/2000,,Home,Furniture & Interior Design,Tableware and kitchen tools,4456260.0,485599.0,131.0
store_60,62,0,01/01/2008,20/03/2021,Health & Beauty,Optician,Optician & Sunglasses,652916.0,570472.0,0.0
store_61,63,0,28/10/2010,31/07/2022,Health & Beauty,Hair & Body,Hairdressers,967990.0,147033.0,0.0
store_62,64,0,28/10/2010,20/09/2023,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1414632.0,66800.0,0.0
store_63,65,0,28/10/2010,05/02/2023,Fashion apparel,Family Fashion,Family Fashion,1666666.0,464831.0,0.0
store_64,66,0,01/11/1975,24/12/2020,Bags & Footwear & Accessories,Footwear,Family footwear,,78556.0,0.0
store_65,67,0,01/11/2010,31/10/2020,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,2094661.0,24698.0,0.0
store_66,68,0,10/03/2011,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,12009484.0,241770.0,1406.0
store_67,69,0,03/03/2011,24/06/2021,Fashion apparel,Women's Fashion,Women's Fashion,674576.0,212346.0,0.0
store_68,70,0,21/03/2011,31/03/2024,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,47510.0,201854.0,0.0
store_69,71,0,05/03/2011,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,23109026.12,,67.0
store_70,72,0,11/05/2011,07/04/2021,Food & Beverage Services,Gourmet Food Products,Bio and vegetarian,6565990.0,245250.0,0.0
store_71,73,0,26/05/2011,25/12/2020,Fashion apparel,Women's Fashion,Women's Fashion,740299.0,1260623.0,0.0
store_72,74,0,01/06/2011,,Health & Beauty,Pharmacy,Pharmacy,164461.0,1259955.0,294.23
store_38,75,0,26/08/2011,,Fashion apparel,Lingerie & Underwear,Women underwear,,,175.0
store_73,76,0,07/09/2011,,Services,Car services,Car wash,1053408.0,110443.0,260.0
store_74,77,0,04/11/2011,,Fashion apparel,Lingerie & Underwear,Women underwear,,268565.0,167.0
store_75,78,0,24/11/2011,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,424634.0,117876.0,4260.63
store_76,79,0,01/03/2012,29/10/2023,Food & Beverage Services,Fast Meal,Asian - Fast Meal,819417.55,394301.0,0.0
store_77,80,0,25/06/2012,,Gifts,Florists,Florists,590241.0,1770783.0,46.87
store_78,81,0,02/07/2012,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,,101.0
store_79,82,0,02/07/2012,,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,2114704.0,151119.0,11531.14
store_80,83,0,10/08/2012,13/11/2022,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,8023676.0,78486.0,0.0
store_81,84,0,17/08/2012,,Fashion apparel,Women's Fashion,Women's Fashion,,168000.0,190.0
store_82,85,0,20/09/2012,16/09/2021,Gifts,Themed Gift,Themed gift,160301.0,273497.0,0.0
store_83,86,0,01/10/2012,25/09/2022,Fashion apparel,Men's Fashion,Men's Fashion,2671453.0,,0.0
store_84,87,0,22/10/2012,28/05/2023,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,942600.0,39791.0,0.0
store_85,88,0,18/10/2012,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,3882379.14,,379.0
store_52,89,0,27/10/2012,,Food & Beverage Services,Fast Meal,Cafeterias,630544.0,83211.0,98.62
store_86,90,0,01/10/2012,01/01/2024,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,418846.0,,0.0
store_87,91,0,01/11/2012,02/06/2021,Food & Beverage Services,Fast Meal,Sandwiches,,28788.0,0.0
store_88,92,0,22/10/2012,26/08/2022,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,77866.0,40265.0,0.0
store_89,93,0,01/12/2012,23/02/2021,Food & Beverage Services,Gourmet Food Products,Chocolate,535266.78,53653.0,0.0
store_90,94,0,01/02/2013,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,546076.0,267384.0,289.01
store_91,95,0,01/03/2013,,Services,Imaterial services,Others Immaterial services,10180827.0,298855.0,289.0
store_92,96,0,19/03/2013,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,17850.0,,71.0
store_93,97,0,01/06/2013,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,,75000.0,499.3
store_16,98,0,20/06/2013,,Food & Beverage Services,Sweet moments,Juices,,,28.0
store_94,99,0,06/06/2013,27/09/2020,Bags & Footwear & Accessories,Footwear,Sport shoes,,100325.0,0.0
store_95,100,0,08/06/2013,,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,810184.0,82190.0,115.0
store_96,101,0,13/06/2013,,Fashion apparel,Family Fashion,Family Fashion,1687367.53,644636.0,440.15
store_97,102,0,01/08/2013,,Bags & Footwear & Accessories,Footwear,Family footwear,1374952.0,,936.0
store_98,103,0,23/08/2013,,Fashion apparel,Family Fashion,Family Fashion,5742166.0,40250.0,574.68
store_99,104,0,01/08/2013,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,7584902.0,58564.0,179.18
store_99,105,0,01/08/2013,27/03/2022,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1060159.0,,0.0
store_100,106,0,05/09/2013,,Fashion apparel,Women's Fashion,Women's Fashion,6333821.0,359012.0,158.0
store_101,107,0,18/10/2013,,Gifts,Toys,Toys,,124081.0,330.0
store_102,108,0,01/11/2013,01/07/2023,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,,7182.0,0.0
store_103,109,0,01/01/2014,,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,,,1377.0
store_104,110,0,01/04/2014,,Sport,Sport Clothes & Equipment,Sport general store,218542.0,,1981.49
store_105,111,0,01/04/2014,22/09/2024,Fashion apparel,Family Fashion,Family Fashion,186970.0,,553.57
store_106,112,0,14/04/2014,23/12/2020,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",2880285.0,,0.0
store_107,113,0,26/06/2014,20/03/2021,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,11713015.0,304090.0,0.0
store_108,114,0,17/05/2014,28/02/2023,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,,0.0
store_109,115,0,08/08/2014,,Bags & Footwear & Accessories,Footwear,Family footwear,3289990.0,7034643.0,327.0
store_110,116,0,22/09/2014,03/04/2023,Food & Beverage Services,Fast Meal,American & Burgers,2103295.0,230581.0,0.0
store_111,117,0,19/07/2014,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,1862026.0,1170341.0,33.0
store_112,118,0,01/10/2014,,Health & Beauty,Others,Vitamines and Sports Nutrition,19481462.0,181124.0,72.0
store_113,119,0,27/09/2014,18/07/2022,Food & Beverage Services,"Bars, Coffee and Tea breaks","Bars, Cocktails and Champagne bars",,338911.0,0.0
store_73,120,0,27/10/2014,,Services,Car services,Car wash,63185279.07,191880.0,230.0
store_114,121,0,11/12/2014,,Food & Beverage Services,Fast Meal,American & Burgers,2077390.0,85432.0,526.0
store_115,122,0,05/12/2014,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",1241575.0,109467.0,185.0
store_116,123,0,27/01/2015,26/10/2021,Fashion apparel,Lingerie & Underwear,Women underwear,197396.0,173371.0,0.0
store_117,124,0,23/02/2015,,Food & Beverage Services,Gourmet Food Products,Chocolate,,30000.0,38.0
store_118,125,0,05/03/2015,31/01/2023,Bags & Footwear & Accessories,Footwear,Family footwear,3359726.0,82461.0,0.0
store_119,126,0,09/04/2015,,Fashion apparel,Lingerie & Underwear,Women underwear,,187790.0,164.0
store_120,127,0,09/04/2015,24/02/2022,Fashion apparel,Lingerie & Underwear,Women underwear,,313430.0,0.0
store_121,128,0,24/04/2015,21/09/2022,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",1235320.62,367200.0,0.0
store_122,129,0,21/05/2015,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,1607911.0,,265.24
store_123,130,0,15/05/2015,,Health & Beauty,Optician,Optician & Sunglasses,,,373.0
store_124,131,0,19/06/2015,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",,,148.0
store_125,132,0,01/07/2015,04/09/2022,Bags & Footwear & Accessories,Footwear,Family footwear,427462.0,42805.0,0.0
store_126,133,0,10/09/2015,,Health & Beauty,Optician,Optician & Sunglasses,4031664.72,2314944.0,79.0
store_127,134,0,18/09/2015,,Gifts,Themed Gift,Themed gift,186046.0,218408.0,162.0
store_128,135,0,18/09/2015,30/09/2020,Bags & Footwear & Accessories,Footwear,Sport shoes,1464839.0,244506.0,0.0
store_129,136,0,12/10/2015,20/02/2021,Home,Furniture & Interior Design,Decoration accessories / Design,6846965.0,1374057.0,0.0
store_130,137,0,29/10/2015,20/03/2022,Fashion apparel,Family Fashion,Family Fashion,706507.0,131991.0,0.0
store_131,138,0,19/11/2015,14/12/2020,Fashion apparel,Women's Fashion,Women's Fashion,2031555.0,195711.0,0.0
store_132,139,0,03/12/2015,21/01/2024,Fashion apparel,Family Fashion,Family Fashion,7578481.0,,0.0
store_133,140,0,01/12/2015,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,105930.0,210.0
store_134,141,0,20/11/2015,,Gifts,Themed Gift,Themed gift,325859.34,104357.0,295.0
store_135,142,0,01/12/2015,,Services,Imaterial services,Travel Agency,7354509.0,652375.0,63.0
store_136,143,0,20/02/2016,,Fashion apparel,Family Fashion,Family Fashion,1084103.0,2314366.0,388.1
store_137,144,0,04/03/2016,13/03/2021,Fashion apparel,Matern./Childr. Fash.,Children fashion,73157.0,,0.0
store_138,145,0,21/04/2016,03/03/2023,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,246060.0,18912.0,0.0
store_139,146,0,12/05/2016,,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,1046244.0,,71.0
store_140,147,0,20/06/2016,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,910748.87,,87.0
store_141,148,0,24/06/2016,29/12/2021,Food & Beverage Services,Gourmet Food Products,Chocolate,2490548.64,609434.0,0.0
store_142,149,0,13/06/2016,,Services,Photo services,Photo Development,1173226.0,178232.0,71.05
store_143,150,0,11/08/2016,01/11/2021,Food & Beverage Services,Fast Meal,Local Kitchen,372674.0,37187.0,0.0
store_144,151,0,18/08/2016,,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,2341073.0,48000.0,212.0
store_145,152,0,19/10/2016,14/04/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,23774.0,,0.0
store_146,153,0,03/12/2016,28/02/2023,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,2557023.0,,0.0
store_147,154,0,04/01/2017,,Gifts,Themed Gift,Themed gift,4956072.0,567451.0,230.0
store_148,155,0,08/03/2017,30/07/2023,Bags & Footwear & Accessories,Footwear,Family footwear,40329904.0,,0.0
store_149,156,0,01/04/2017,31/01/2024,Food & Beverage Services,Sweet moments,Confectionery,212367.0,1304049.0,0.0
store_150,157,0,28/04/2017,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,3069179.28,171535.0,70.0
store_151,158,0,01/06/2017,,Food & Beverage Services,Fast Meal,Sandwiches,,423343.0,75.0
store_152,159,0,29/06/2017,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,45922.0,374386.0,55.0
store_153,160,0,09/08/2017,,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,619963.0,356552.0,190.66
store_154,161,0,07/09/2017,,Fashion apparel,Family Fashion,Family Fashion,5684327.78,246389.0,247.0
store_155,162,0,01/08/2017,,Non-retail,Hotels,Hotels,2063974.63,40657.0,7279.22
store_156,163,0,30/09/2017,04/11/2021,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",312101.0,54500.0,0.0
store_157,164,0,09/10/2017,15/01/2023,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,37206.0,264696.0,0.0
store_158,165,0,25/10/2017,,Health & Beauty,Optician,Optician & Sunglasses,,203515.0,233.67
store_159,166,0,16/10/2017,,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,1232947.89,2391300.0,139.64
store_5,167,0,16/11/2017,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1308513.0,1630370.0,494.0
store_160,168,0,07/03/2018,29/09/2023,Bags & Footwear & Accessories,Footwear,Family footwear,,152250.0,0.0
store_161,169,0,14/02/2018,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,527390.0,63706.0,62.0
store_162,170,0,02/05/2018,,Fashion apparel,Family Fashion,Family Fashion,5841455.0,,4430.1
store_111,171,0,01/05/2018,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,4451116.0,43463.0,41.0
store_163,172,0,02/08/2018,08/11/2023,Fashion apparel,Family Fashion,Jeans,10728505.0,2958785.0,0.0
store_164,173,0,01/08/2018,,Food & Beverage Services,Sweet moments,Juices,4825348.0,,11.0
store_165,174,0,30/08/2018,03/04/2021,Fashion apparel,Family Fashion,Family Fashion,11543739.0,158666.0,0.0
store_166,175,0,03/08/2018,,Food & Beverage Services,Fast Meal,American & Burgers,1316424.74,2029111.0,278.0
store_167,176,0,13/09/2018,23/07/2023,Fashion apparel,Women's Fashion,Women's Fashion,1265348.0,101304.0,0.0
store_168,177,0,04/10/2018,,Home,Furniture & Interior Design,Decoration accessories / Design,2173244.0,,308.0
store_169,178,0,10/09/2018,30/08/2023,Fashion apparel,Women's Fashion,Women's Fashion,1338900.0,,0.0
store_170,179,0,01/10/2018,,Fashion apparel,Women's Fashion,Women's Fashion,351454.0,355717.0,331.0
store_171,180,0,02/11/2018,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,,87387.0,56.0
store_172,181,0,07/11/2018,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,833241.0,,58.0
store_111,182,0,02/11/2018,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,354454.0,163604.0,41.0
store_173,183,0,15/11/2018,,Fashion apparel,Women's Fashion,Women's Fashion,1280465.0,84331.0,359.0
store_174,184,0,09/02/2019,,Services,Imaterial services,Medical Services,236262.0,233365.0,24.0
store_175,185,0,20/02/2019,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",,223628.0,63.24
store_176,186,0,01/03/2019,,Food & Beverage Services,Sweet moments,Icecreams & Frozen yogurts,619282.0,280589.0,51.0
store_177,187,0,22/03/2019,,Bags & Footwear & Accessories,Footwear,Family footwear,3126259.0,165247.0,223.0
store_178,188,0,28/03/2019,,Food & Beverage Services,Fast Meal,Italian - Fast Meal,455058.84,53233.0,767.0
store_179,189,0,29/03/2019,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,68310.0,362.0
store_180,190,0,04/04/2019,,Fashion apparel,Family Fashion,Family Fashion,1509785.0,340333.0,365.01
store_181,191,0,11/04/2019,,Health & Beauty,Optician,Optician & Sunglasses,,61962.0,338.56
store_182,192,0,18/04/2019,17/04/2022,Food & Beverage Services,Fast Meal,Local Kitchen,296731.0,198783.0,0.0
store_183,193,0,18/03/2019,,Health & Beauty,Hair & Body,Hairdressers,,124061.0,160.0
store_184,194,0,06/05/2019,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",829077.35,216694.0,46.0
store_185,195,0,04/05/2019,,Bags & Footwear & Accessories,Accessories,"Ties, Scarfs, Hats, Belts, Gloves ...",51136792.0,68541.0,44.0
store_186,196,0,01/07/2019,01/09/2022,Food & Beverage Services,Fast Meal,Italian - Fast Meal,1469869.29,605899.0,0.0
store_187,197,0,15/07/2019,14/06/2024,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",827507.0,109701.0,0.0
store_188,198,0,08/07/2019,30/06/2024,Food & Beverage Services,Sweet moments,Icecreams & Frozen yogurts,308085.0,96651.0,0.0
store_189,199,0,02/08/2019,,Home,Furniture & Interior Design,Decoration accessories / Design,1312631.0,319251.0,747.0
store_190,200,0,13/05/2019,30/09/2020,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,,947165.0,0.0
store_84,201,0,01/08/2019,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,,621461.0,55.92
store_191,202,0,27/08/2019,,Health & Beauty,Hair & Body,Hairdressers,18998500.0,,79.0
store_192,203,0,22/08/2019,,Fashion apparel,Lingerie & Underwear,Women underwear,,292989.0,63.0
store_193,204,0,13/09/2019,,Fashion apparel,Women's Fashion,Women's Fashion,7298160.61,30911.0,507.31
store_194,205,0,19/09/2019,30/04/2021,Health & Beauty,Others,Vitamines and Sports Nutrition,4787894.0,119018.0,0.0
store_184,206,0,11/10/2019,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",3380643.0,17138.0,62.0
store_195,207,0,02/11/2019,,Fashion apparel,Family Fashion,Family Fashion,21101256.0,56067.0,1328.0
store_111,208,0,02/11/2019,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,,77146.0,121.0
store_196,209,0,24/10/2019,,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,686302.0,4100244.0,198.71
store_12,210,0,18/11/2019,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,113488797.0,,153.0
store_197,211,0,29/11/2019,25/12/2020,Fashion apparel,Women's Fashion,Women's Fashion,518785.0,410358.0,0.0
store_198,212,0,21/12/2019,26/06/2022,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,4460956.15,385839.0,0.0
store_199,213,0,20/12/2019,,Fashion apparel,Family Fashion,Family Fashion,844674.0,,622.3
store_200,214,0,06/09/2019,,Non-retail,Other Non-Retail,Other Non-Retail,3674.0,296702.0,174.0
store_201,215,0,08/02/2020,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,7077068.0,64229.0,103.0
store_202,216,0,13/02/2020,25/12/2020,Bags & Footwear & Accessories,Accessories,"Ties, Scarfs, Hats, Belts, Gloves ...",,,0.0
store_203,217,0,19/02/2020,,Fashion apparel,Lingerie & Underwear,Women underwear,993462.0,,209.0
store_171,218,0,18/02/2020,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,6483982.0,,63.0
store_204,219,0,11/02/2020,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,,,40.0
store_205,220,0,07/03/2020,11/08/2024,Fashion apparel,Women's Fashion,Women's Fashion,1059094.0,388623.0,0.0
store_206,221,0,12/05/2020,31/08/2024,Home,Furniture & Interior Design,Decoration accessories / Design,1333642.0,,0.0
store_207,222,0,15/05/2020,24/04/2021,Food & Beverage Services,Fast Meal,Sandwiches,19726394.0,260399.0,0.0
store_208,223,0,15/06/2020,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",22008389.0,,43.0
store_209,224,0,13/06/2020,30/06/2024,Food & Beverage Services,Fast Meal,Cafeterias,92115.0,498051.0,0.0
store_210,225,0,05/06/2020,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,775170.0,115794.0,130.0
store_211,226,0,01/06/2020,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,1359534.91,1937308.0,195.0
store_212,227,0,25/06/2020,,Fashion apparel,Men's Fashion,Men's Fashion,,,243.55
store_213,228,0,02/07/2020,,Fashion apparel,Women's Fashion,Women's Fashion,,82030.0,174.0
store_214,229,0,15/06/2020,26/02/2021,Home,"DIY, gardening",Do It Yourself and others materials,,82991.0,0.0
store_215,230,0,09/07/2020,,Food Stores & Mass Merchandise,Grocery,Grocery,861897.0,,101.0
store_216,231,0,06/07/2020,28/02/2022,Health & Beauty,Others,Vitamines and Sports Nutrition,4063836.0,265405.0,0.0
store_217,232,0,30/07/2020,,Fashion apparel,Men's Fashion,Men's Fashion,,,215.0
store_218,233,0,27/08/2020,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,1617902.0,362040.0,106.85
store_219,234,0,20/08/2020,05/09/2021,Bags & Footwear & Accessories,Footwear,Family footwear,,45707.0,0.0
store_220,235,0,29/08/2020,31/10/2022,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",1669444.46,,0.0
store_221,236,0,04/09/2020,,Food & Beverage Services,Service to table restaurants,Mediterranean and Oriental - Service to table restaurants,1877965.0,134789.0,336.0
