block_id,external_mall_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data
7104,19,9566.55,463884.73,359.15,17415.47,105232,5102732,293
7110,19,5415.18,463877.0,203.3,17415.18,59567,5102647,293
7308,30,60387.82,1201749.91,2267.12,45116.89,664266,13219249,293
6789,33,7301.55,204558.55,252.57,7075.92,80317,2250144,318
469,15,8106.85,157588.92,288.74,5612.76,105389,2048656,365
6234,25,23107.38,556081.69,820.75,19751.54,300396,7229062,366
6777,33,14758.27,669765.36,510.51,23167.98,162341,7367419,318
6865,33,2460.45,372623.82,85.11,12889.5,27065,4098862,318
6958,33,28085.43,375007.14,1008.19,13461.79,196598,2625050,195
7073,19,2914.82,390173.82,109.43,14648.16,32063,4291912,293
5174,14,2321.15,1206192.69,82.45,42842.91,30175,15680505,366
6650,22,10467.4,1083830.9,383.42,39700.77,104674,10838309,273
4359,17,12594.69,455823.85,447.35,16190.46,163731,5925710,366
6018,23,18726.54,289589.77,665.15,10285.98,243445,3764667,366
6608,22,12663.83,464150.58,445.65,16333.74,151966,5569807,341
5719,28,11634.08,437103.31,413.23,15525.53,151243,5682343,366
2279,24,93128.92,492869.23,3307.86,17506.28,1210676,6407300,366
5146,14,18489.69,553506.62,656.74,19660.07,240366,7195586,366
5157,14,27102.31,784594.23,962.65,27868.1,352330,10199725,366
6393,26,128770.0,1118447.85,4573.8,39726.29,1674010,14539822,366
1827,16,7366.54,620859.15,261.65,22052.37,95765,8071169,366
6373,26,119363.23,646010.85,4239.68,22945.74,1551722,8398141,366
1755,16,5934.46,415953.54,210.79,14774.31,77148,5407396,366
7699,13,31564.2,1276412.0,1139.5,46079.86,315642,12764120,277
2162,14,6944.85,963882.31,246.67,34236.26,90283,12530470,366
4810,7,4720.11,665792.11,169.92,23968.52,42481,5992129,250
11458,32,21547.5,1802621.17,813.11,68023.44,129285,10815727,159
3,7,13460.89,464864.78,482.66,16668.46,121148,4183783,251
5095,14,30446.77,865842.85,1081.44,30753.98,395808,11255957,366
6293,25,29817.23,748449.0,1059.08,26584.25,387624,9729837,366
6287,25,45074.46,667198.62,1601.01,23698.31,585968,8673582,366
1721,16,5562.62,934972.92,197.58,33209.42,72314,12154648,366
4423,17,2999.77,225826.08,107.13,8065.22,38997,2935739,364
7169,19,6795.73,294796.64,255.13,11067.45,74753,3242763,293
5723,28,44297.62,791975.23,1573.41,28130.27,575869,10295678,366
11410,32,8952.33,1040123.33,337.82,39249.94,53714,6240740,159
6571,26,2731.15,624326.77,97.01,22175.54,35505,8116248,366
4369,17,5098.08,455810.31,181.08,16189.98,66275,5925534,366
6217,25,12180.08,1174959.46,432.63,41733.53,158341,15274473,366
4683,10,5374.23,809142.38,190.89,28740.03,69865,10518851,366
7514,13,14858.8,772150.8,536.42,27875.48,148588,7721508,277
5061,14,7749.31,686835.77,275.25,24395.81,100741,8928865,366
7568,13,6997.7,337195.9,254.46,12261.67,69977,3371959,275
2844,12,2532.08,247931.85,90.18,8830.45,32917,3223114,365
5062,14,6744.77,689266.08,239.57,24482.13,87682,8960459,366
2894,12,15704.0,1260254.31,557.79,44763.13,204152,16383306,366
5006,14,35765.69,454140.15,1270.37,16130.66,464954,5903822,366
514,15,3903.62,647790.08,138.65,23008.94,50747,8421271,366
11145,18,18697.75,355306.75,971.31,18457.49,74791,1421227,77
4339,17,32425.77,715303.85,1154.89,25476.58,421535,9298950,365
5807,28,14066.54,664955.62,499.63,23618.64,182865,8644423,366
5764,28,7482.25,1203340.63,259.13,41674.13,59858,9626725,231
6812,33,19741.82,669845.18,682.89,23170.75,217160,7368297,318
6208,25,5986.92,971262.62,212.65,34498.4,77830,12626414,366
4953,14,321.08,921810.54,11.4,32741.9,4174,11983537,366
4732,10,32063.85,449771.23,1138.88,15975.48,416830,5847026,366
7659,13,7745.9,344209.8,281.67,12516.72,77459,3442098,275
4302,17,13068.69,1015324.69,464.19,36063.45,169893,13199221,366
4858,7,8033.56,861039.11,288.06,30873.91,72302,7749352,251
4967,14,13178.23,2529433.62,468.08,89843.27,171317,32882637,366
1717,16,14509.31,1242589.08,515.36,44135.68,188621,16153658,366
4334,17,23958.31,281057.08,850.98,9982.9,311458,3653742,366
6673,22,29678.67,497144.75,1047.48,17546.29,356144,5965737,340
1294,36,38652.5,910929.25,1593.92,37564.09,154610,3643717,97
5201,14,18256.62,333523.77,648.46,11846.47,237336,4335809,366
472,15,9519.54,157578.46,339.05,5612.38,123754,2048520,365
5681,28,12341.69,384318.23,438.37,13650.65,160442,4996137,366
6008,23,9528.31,244631.92,338.44,8689.11,123868,3180215,366
1149,36,4994.75,891809.0,205.97,36775.63,19979,3567236,97
6833,33,10804.36,707807.27,373.74,24483.9,118848,7785880,318
2257,24,20458.54,546869.08,726.67,19424.31,265961,7109298,366
6513,26,3235.0,855651.23,114.9,30391.98,42055,11123466,366
6774,33,4106.36,657157.91,142.04,22731.88,45170,7228737,318
544,15,13851.85,522348.92,494.71,18655.32,180074,6790536,364
518,15,6302.38,337219.15,223.86,11977.73,81931,4383849,366
4332,17,1918.23,261578.0,68.13,9291.02,24937,3400514,366
6915,33,826.36,294525.36,28.58,10187.98,9090,3239779,318
1879,16,17171.15,409468.85,609.9,14543.98,223225,5323095,366
7401,30,7596.33,217396.17,297.9,8525.34,45578,1304377,153
4859,7,2377.22,861062.22,85.24,30874.74,21395,7749560,251
4954,14,6953.69,921728.08,246.99,32738.98,90398,11982465,366
4600,10,82679.46,1053994.77,2936.7,37436.97,1074833,13701932,366
570,15,1514.89,349656.11,58.26,13448.31,13634,3146905,234
7225,19,3322.73,237676.73,124.74,8923.02,36550,2614444,293
6271,25,7575.46,197699.0,269.07,7022.1,98481,2570087,366
6038,23,2322.23,699113.0,82.48,24831.88,30189,9088469,366
22,7,704.14,525784.14,26.93,20111.96,4929,3680489,183
2040,14,6921.54,1650371.54,245.85,58619.75,89980,21454830,366
7689,13,52322.9,504826.3,1888.91,18224.78,523229,5048263,277
7692,13,5755.7,878476.1,207.79,31713.94,57557,8784761,277
4740,10,1511.23,265599.38,53.68,9433.86,19646,3452792,366
6662,22,17428.0,705175.83,613.3,24815.57,209136,8462110,341
7213,19,20587.27,269544.55,772.9,10119.42,226460,2964990,293
4656,10,2926.85,602580.15,103.96,21403.12,38049,7833542,366
4738,10,61360.23,449931.23,2179.46,15981.16,797683,5849106,366
2879,12,7519.54,555470.46,267.09,19729.83,97754,7221116,366
4721,10,13653.0,372255.0,484.94,13222.17,177489,4839315,366
1293,36,10851.25,886073.25,447.47,36539.1,43405,3544293,97
1252,36,10643.25,911895.75,438.9,37603.95,42573,3647583,97
7556,13,6439.9,534976.6,232.49,19313.23,64399,5349766,277
6786,33,5278.45,556951.55,182.59,19265.62,58063,6126467,318
430,15,11088.23,379408.62,393.84,13476.26,144147,4932312,366
6519,26,8557.92,251827.0,303.97,8944.67,111253,3273751,366
4524,10,10598.11,246887.11,364.06,8480.85,95383,2221984,262
4795,7,11218.22,272515.56,403.86,9810.56,100964,2452640,250
2348,24,1809.14,298426.71,70.36,11605.48,12664,2088987,180
6334,25,15116.85,271932.92,536.94,9658.82,196519,3535128,366
6956,33,21891.27,379641.91,757.25,13132.27,240804,4176061,318
4916,7,24633.67,525717.78,883.28,18850.44,221703,4731460,251
1808,16,6706.85,620344.92,238.22,22034.11,87189,8064484,366
6565,26,15688.77,973056.46,557.25,34562.11,203954,12649734,366
1739,16,23772.77,1343959.54,844.39,47736.27,309046,17471474,366
4543,10,971.69,225686.38,34.51,8016.18,12632,2933923,366
7095,19,4635.73,261593.0,174.04,9820.9,50993,2877523,293
6280,25,20499.85,746066.69,728.14,26499.64,266498,9698867,366
7335,30,1689.0,327169.0,116.48,22563.38,3378,654338,29
1656,16,10273.15,619607.92,364.89,22007.93,133551,8054903,366
7302,30,32786.73,943299.55,1230.9,35413.98,360654,10376295,293
5099,14,23791.62,696585.38,845.06,24742.1,309291,9055610,366
6625,22,174752.0,1936126.33,6167.72,68333.87,2097024,23233516,340
7620,13,7256.9,443832.8,261.98,16022.84,72569,4438328,277
6262,25,19177.69,198020.15,681.17,7033.5,249310,2574262,366
5120,14,61175.62,1608407.0,2172.9,57129.21,795283,20909291,366
6647,22,16095.25,1609962.58,566.4,56655.57,193143,19319551,341
6015,23,18208.38,532852.92,646.75,18926.47,236709,6927088,366
4532,10,2391.38,225674.15,84.94,8015.75,31088,2933764,366
2970,12,2163.77,1561848.0,76.86,55475.48,28129,20304024,366
6312,25,7913.92,1080126.46,281.1,38365.15,102881,14041644,366
2813,12,371229.62,4108703.0,13185.75,145937.54,4825985,53413139,366
1105,36,107535.5,641434.25,4434.45,26450.9,430142,2565737,97
1113,36,51446.0,821362.25,2121.48,33870.61,205784,3285449,97
11722,32,21492.0,956525.67,811.02,36095.31,128952,5739154,159
6382,26,12789.77,646346.46,454.28,22957.66,166267,8402504,366
6011,23,8119.54,544752.15,288.4,19349.12,105554,7081778,366
1678,16,30421.08,1655163.0,1086.47,59112.96,395474,21517119,364
434,15,13555.92,387520.23,481.49,13764.38,176227,5037763,366
6837,33,4870.55,707998.45,168.48,24490.51,53576,7787983,318
2319,24,4072.46,300279.69,144.65,10665.67,52942,3903636,366
7315,30,7581.27,682311.73,284.62,25615.8,83394,7505429,293
4709,10,2666.0,776329.0,94.69,27574.53,34658,10092277,366
6420,26,10439.23,683572.69,370.79,24279.9,135710,8886445,366
6473,26,5111.62,363584.38,181.56,12914.2,66451,4726597,366
2969,12,25885.23,1478877.77,924.47,52817.06,336508,19225411,364
588,15,5196.38,608827.31,184.57,21625.01,67553,7914755,366
5668,28,8423.69,665234.46,299.2,23628.55,109508,8648048,366
69,7,19869.67,311356.0,718.18,11253.83,178827,2802204,249
2315,24,34706.0,301580.69,1232.73,10711.88,451178,3920549,366
6715,22,86164.75,497053.75,3041.11,17543.07,1033977,5964645,340
6378,26,66542.08,645605.31,2363.52,22931.34,865047,8392869,366
13463,32,21505.5,1876244.17,811.53,70801.67,129033,11257465,159
4430,17,2381.23,450659.0,84.58,16007.01,30956,5858567,366
7062,19,4649.64,437027.82,174.56,16407.19,51146,4807306,293
1088,36,2998.25,207500.0,123.64,8556.7,11993,830000,97
6324,25,10132.69,1621953.92,359.9,57610.39,131725,21085401,366
7028,19,3362.91,534787.18,126.25,20077.33,36992,5882659,293
1290,36,19853.0,893755.0,818.68,36855.88,79412,3575020,97
1163,36,6732.25,694938.5,277.62,28657.26,26929,2779754,97
6545,26,8976.0,311263.77,318.82,11055.82,116688,4046429,366
11470,32,17515.83,966451.5,660.97,36469.87,105095,5798709,159
6881,33,59909.64,200019.55,2072.35,6918.92,659006,2200215,318
11652,32,13206.83,827075.0,498.37,31210.38,79241,4962450,159
4696,10,20814.31,776168.85,739.31,27568.84,270586,10090195,366
7740,13,9737.6,300475.8,352.81,10886.8,97376,3004758,276
7429,30,14518.18,835408.91,545.05,31363.47,159700,9189498,293
6741,33,76698.18,420008.55,2653.08,14528.6,843680,4620094,318
6541,26,8060.38,471406.08,286.3,16743.93,104785,6128279,366
1651,16,4871.46,1799019.38,173.03,63899.6,63329,23387252,366
7177,19,6661.64,294798.91,250.1,11067.54,73278,3242788,293
6468,26,43453.6,372975.7,1664.89,14290.26,434536,3729757,261
6338,25,7601.92,189660.46,270.01,6736.57,98825,2465586,366
4574,10,9067.0,175912.8,333.35,6467.38,45335,879564,136
1625,16,869.46,8965.15,31.31,322.84,11303,116547,361
11164,18,21794.75,445954.5,1132.19,23166.47,87179,1783818,77
5996,23,19978.62,209186.62,709.62,7430.13,259722,2719426,366
6219,25,11251.23,1173688.92,399.63,41688.4,146266,15257956,366
6939,33,2139.64,443681.09,74.01,15347.46,23536,4880492,318
5805,28,18699.15,259720.77,664.18,9225.05,243089,3376370,366
7754,13,15374.5,611503.1,555.04,22075.92,153745,6115031,277
4703,10,21063.15,343658.92,748.14,12206.46,273821,4467566,366
4863,7,3717.0,862365.33,133.28,30921.47,33453,7761288,251
7720,13,16434.0,202509.2,593.29,7310.8,164340,2025092,277
64,7,5665.67,862426.33,203.15,30923.65,50991,7761837,251
4394,17,19378.38,777499.46,688.3,27616.1,251919,10107493,366
5158,14,6319.54,652582.23,224.46,23179.15,82154,8483569,366
414,15,11039.46,392180.0,392.11,13929.89,143513,5098340,366
4558,10,3617.31,427266.46,128.48,15176.13,47025,5554464,366
6244,25,24929.69,1893748.69,885.48,67264.3,324086,24618733,366
4596,10,10457.92,747881.77,371.46,26564.11,135953,9722463,366
6051,23,6874.46,199574.23,244.17,7088.7,89368,2594465,366
2240,24,4655.3,382461.1,161.64,13279.9,46553,3824611,288
7024,19,5429.09,420396.36,203.82,15782.8,59720,4624360,293
4401,17,16193.92,554055.0,575.19,19679.55,210521,7202715,366
1864,16,1497.0,934572.38,53.17,33195.19,19461,12149441,366
4317,17,13443.38,767240.08,477.5,27251.7,174764,9974121,366
4284,17,31854.5,657305.3,1171.12,24165.64,318545,6573053,272
449,15,3780.0,553237.08,134.26,19650.5,49140,7192082,366
4289,17,23330.77,865662.46,828.69,30747.57,303300,11253612,366
1775,16,14615.85,1261383.92,519.14,44803.25,190006,16397991,366
4727,10,81754.23,449900.0,2903.84,15980.05,1062805,5848700,366
4644,10,2477.54,888742.46,88.0,31567.36,32208,11553652,366
5010,14,5655.23,221416.15,200.87,7864.51,73518,2878410,366
6226,25,7583.31,1663766.31,269.35,59095.52,98583,21628962,366
7333,30,6342.73,1192309.45,238.12,44762.47,69770,13115404,293
6530,26,5748.77,252391.62,204.19,8964.73,74734,3281091,366
5875,28,1430.38,63263.31,50.81,2247.06,18595,822423,366
5028,14,1292.46,183718.62,45.91,6525.52,16802,2388342,366
6430,26,125261.92,690627.23,4473.64,24665.26,1628405,8978154,364
6935,33,3031.27,376314.73,104.86,13017.18,33344,4139462,318
6932,33,16606.0,226142.45,574.42,7822.54,182666,2487567,318
7639,13,7966.3,288681.4,290.74,10535.82,79663,2886814,274
1688,16,2588.08,520609.23,91.93,18491.58,33645,6767920,366
1778,16,17615.77,1389115.23,625.7,49340.16,229005,18058498,366
6621,22,3049.0,424755.0,114.62,15968.23,15245,2123775,133
6427,26,12618.33,690027.33,454.71,24865.85,151420,8280328,333
5770,28,37675.23,598156.54,1338.19,21246.0,489778,7776035,366
6059,23,4521.77,132994.62,160.61,4723.85,58783,1728930,366
4705,10,1327.5,326224.7,50.48,12403.98,13275,3262247,263
4503,10,2348.92,212394.62,83.43,7544.07,30536,2761130,366
6058,23,5811.0,210518.62,206.4,7477.44,75543,2736742,366
1642,16,5196.31,838588.15,184.57,29785.92,67552,10901646,366
1805,16,103070.0,1405985.62,3670.99,50076.2,1339910,18277813,365
4290,17,19635.23,865664.62,697.43,30747.65,255258,11253640,366
7645,13,23281.3,332222.1,840.48,11993.58,232813,3322221,277
6888,33,23305.55,376272.55,806.17,13015.72,256361,4138998,318
4663,10,42824.15,809182.23,1521.08,28741.45,556714,10519369,366
4723,10,27396.08,449923.92,973.08,15980.9,356149,5849011,366
5945,23,3072.15,276852.46,109.12,9833.56,39938,3599082,366
6412,26,114009.31,965749.15,4049.51,34302.57,1482121,12554739,366
6672,22,36696.83,497138.25,1295.18,17546.06,440362,5965659,340
6436,26,269509.92,320982.46,9814.09,11688.44,3503629,4172772,357
4662,10,2591.15,808958.85,92.04,28733.51,33685,10516465,366
6483,26,11275.0,422278.62,400.48,14998.97,146575,5489622,366
5050,14,376544.08,1706722.77,13374.52,60621.3,4895073,22187396,366
5135,14,122446.23,3702437.15,4349.18,131507.33,1591801,48131683,366
13576,32,294126.0,3724713.5,11169.34,141444.82,1764756,22348281,158
451,15,2727.0,200607.67,116.87,8597.47,8181,601823,70
7331,30,25683.45,733691.0,964.23,27544.71,282518,8070601,293
6010,23,3919.38,544799.69,139.21,19350.81,50952,7082396,366
4991,14,24226.85,1084219.31,860.52,38510.52,314949,14094851,366
2940,12,7152.46,418917.54,254.05,14879.58,92982,5445928,366
4660,10,2023.69,808975.31,71.88,28734.1,26308,10516679,366
5142,14,11482.38,617629.31,407.84,21937.65,149271,8029181,366
5171,14,5410.69,653117.85,192.18,23198.17,70339,8490532,366
5004,14,15988.62,455723.15,567.9,16186.89,207852,5924401,366
7319,30,27011.55,1018737.64,1014.09,38246.12,297127,11206114,293
6385,26,9071.92,364364.38,322.23,12941.9,117935,4736737,366
11137,18,2018.5,461780.75,104.86,23988.61,8074,1847123,77
409,15,34952.23,215083.54,1241.47,7639.58,454379,2796086,366
2840,12,7248.31,577922.77,258.16,20583.55,94228,7512996,365
7534,13,2128.8,233249.5,78.55,8606.99,21288,2332495,271
5678,28,10066.85,716482.23,357.57,25448.82,130869,9314269,366
1100,36,10000.75,1010758.5,412.4,41680.76,40003,4043034,97
1191,36,55342.0,761146.5,2282.14,31387.48,221368,3044586,97
7614,13,3468.4,1268263.1,125.21,45785.67,34684,12682631,277
6742,33,23659.91,420396.91,818.42,14542.03,260259,4624366,318
4465,10,2948.0,225679.77,104.71,8015.95,38324,2933837,366
4525,10,3637.46,257156.08,129.2,9133.96,47287,3343029,366
4273,17,86950.31,1560476.23,3088.4,55426.75,1130354,20286191,366
7653,13,15170.7,344292.6,551.66,12519.73,151707,3442926,275
5988,23,10306.85,450450.15,366.09,15999.6,133989,5855852,366
5674,28,7815.08,437173.46,277.58,15528.02,101596,5683255,366
542,15,74022.85,522409.62,2650.96,18708.88,962297,6791325,363
7030,19,10506.82,535286.27,394.45,20096.07,115575,5888149,293
6520,26,49344.69,639402.38,1752.68,22711.01,641481,8312231,366
6081,23,6978.92,544932.0,247.89,19355.51,90726,7084116,366
6811,33,3932.0,372625.0,163.83,15526.04,3932,372625,24
7343,30,21926.45,733770.27,823.18,27547.69,241191,8071473,293
6255,25,24933.23,454820.0,885.61,16154.81,324132,5912660,366
4618,10,12848.0,809136.15,456.35,28739.81,167024,10518770,366
5228,14,23373.08,532360.69,830.19,18908.99,303850,6920689,366
10958,18,121660.0,610879.25,6320.0,31733.99,486640,2443517,77
6100,23,5735.77,532839.46,203.73,18925.99,74565,6926913,366
2264,24,58318.85,962593.23,2071.43,34190.47,758145,12513712,366
5768,28,8325.15,594490.92,295.7,21115.8,108227,7728382,366
6471,26,4803.54,469167.77,170.62,16664.43,62446,6099181,366
6308,25,17557.31,1663282.08,623.62,59078.33,228245,21622667,366
4390,17,59340.69,777587.77,2107.73,27619.24,771429,10108641,366
6724,22,11980.0,57382.08,424.07,2031.22,143760,688585,339
6851,33,568.82,88587.0,19.68,3064.33,6257,974457,318
6137,23,3115.25,89688.88,110.76,3188.94,24922,717511,225
7458,30,7622.82,316333.91,286.18,11876.02,83851,3479673,293
6736,33,78706.27,922324.82,2722.54,31904.32,865769,10145573,318
11606,32,17643.17,254512.33,665.78,9604.24,105859,1527074,159
7812,32,24721.17,1233414.0,932.87,46543.92,148327,7400484,159
7585,13,4299.3,915096.9,155.21,33035.99,42993,9150969,277
7116,19,9060.83,706402.67,348.49,27169.33,54365,4238416,156
7613,13,1556.6,345605.3,56.19,12476.73,15566,3456053,277
11230,18,5752.0,507865.0,298.81,26382.6,23008,2031460,77
2219,24,10430.77,656387.54,370.49,23314.31,135600,8533038,366
1766,16,57558.38,2449489.31,2044.42,87003.72,748259,31843361,366
57,7,25049.0,557291.33,898.17,19982.56,225441,5015622,251
4286,17,7749.31,712290.31,275.25,25299.93,100741,9259774,366
5967,23,17456.46,450546.85,620.04,16003.03,226934,5857109,366
4276,17,10415.69,1015296.08,369.96,36062.43,135404,13198849,366
582,15,3779.31,352444.54,134.24,12518.52,49131,4581779,366
6049,23,6187.0,199580.69,219.76,7088.93,80431,2594549,366
4805,7,5622.89,301037.44,203.24,10880.87,50606,2709337,249
7736,13,4327.9,315620.9,156.24,11394.26,43279,3156209,277
6712,22,10251.33,497037.33,361.81,17542.49,123016,5964448,340
4116,19,1291.55,294813.73,48.49,11068.09,14207,3242951,293
1205,36,6525.75,577411.25,269.1,23810.77,26103,2309645,97
6426,26,40159.92,691764.92,1426.45,24570.89,522079,8992944,366
4806,7,1957.67,301073.56,70.76,10882.18,17619,2709662,249
10966,32,33987.67,1876730.0,1282.55,70820.0,203926,11260380,159
4440,17,70463.15,1529052.23,2502.79,54310.6,916021,19877679,366
1693,16,30136.85,2445321.85,1070.43,86855.69,391779,31789184,366
1830,16,47096.62,1796772.54,1672.83,63819.79,612256,23358043,366
1654,16,93427.31,602898.38,3318.46,21414.42,1214555,7837679,366
7607,13,2442.5,294725.8,88.18,10639.92,24425,2947258,277
471,15,5752.08,157659.08,204.87,5615.25,74777,2049568,365
5793,28,6984.46,682303.08,248.08,24234.81,90798,8869940,366
7396,30,24287.67,312125.17,1071.51,13770.23,145726,1872751,136
7426,30,15623.27,835402.64,586.54,31363.24,171856,9189429,293
6919,33,0.0,82636.5,0.0,2785.5,0,495819,178
7350,30,4306.55,649887.82,161.68,24398.52,47372,7148766,293
6891,33,9025.36,200064.36,312.2,6920.47,99279,2200708,318
5973,23,4142.31,448943.54,147.13,15946.08,53850,5836266,366
6336,25,19714.92,270671.31,700.26,9614.01,256294,3518727,366
6097,23,909.08,168228.77,32.29,5975.34,11818,2186974,366
2329,24,7565.77,281737.85,268.73,10007.08,98355,3662592,366
6603,22,2787.08,728835.75,98.08,25648.18,33445,8746029,341
6022,23,6632.5,338261.1,252.19,12861.64,66325,3382611,263
6055,23,1686.73,211673.45,59.28,7439.0,18554,2328408,313
5175,14,12611.88,1071478.75,492.17,41813.8,100895,8571830,205
7479,30,3085.09,249883.09,115.82,9381.28,33936,2748714,293
7455,30,14025.36,258796.36,526.55,9715.9,154279,2846760,293
6780,33,34771.55,416386.73,1202.79,14403.31,382487,4580254,318
6225,25,5561.0,1182247.54,197.52,41992.4,72293,15369218,366
7185,19,4612.73,289666.55,173.17,10874.85,50740,3186332,293
1801,16,3890.85,416046.15,138.2,14777.6,50581,5408600,366
5186,14,22832.23,619975.08,810.98,22020.97,296819,8059676,366
4337,17,32123.46,280984.92,1144.12,10007.68,417605,3652804,365
7558,13,3212.5,233466.3,118.54,8614.99,32125,2334663,271
7068,19,75220.18,390176.55,2823.97,14648.27,827422,4291942,293
7704,13,21317.8,300483.1,769.6,10847.77,213178,3004831,277
7744,13,31338.9,611443.9,1131.37,22073.79,313389,6114439,277
6142,23,6165.15,754537.31,218.98,26800.51,80147,9808985,366
4920,7,9839.67,907101.33,352.82,32525.55,88557,8163912,251
6345,25,98698.69,448851.92,3505.69,15942.83,1283083,5835075,366
2253,24,1506.15,174258.23,53.5,6189.5,19580,2265357,366
5985,23,52940.38,447272.46,1880.4,15886.73,688225,5814542,366
6639,22,11540.42,773854.67,410.93,27555.66,138485,9286256,337
6082,23,5524.62,168308.46,196.23,5978.17,71820,2188010,366
4678,10,5917.08,541187.15,210.17,19222.49,76922,7035433,366
6429,26,18067.46,697305.23,641.74,24767.67,234877,9064968,366
11536,32,167294.0,1465452.0,6434.38,56363.54,1003764,8792712,156
11474,32,9248.0,1039015.33,348.98,39208.13,55488,6234092,159
2825,12,5208.23,536894.62,184.99,19070.03,67707,6979630,366
4434,17,12960.62,440160.08,469.33,15938.94,168488,5722081,359
6247,25,9343.85,584140.31,331.89,20748.15,121470,7593824,366
6838,33,16849.45,707783.0,582.84,24483.06,185344,7785613,318
10943,18,11405.0,797360.0,592.47,41421.3,45620,3189440,77
2266,24,9097.31,559562.69,323.13,19875.18,118265,7274315,366
7562,13,6346.7,233406.6,234.2,8612.79,63467,2334066,271
2860,12,21073.46,987347.62,748.51,35069.72,273955,12835519,366
